,Unix Timestamp,Data
856,1621111456.0,514.6
857,1621111457.0,520.8
858,1621111458.0,530.1
859,1621111459.0,529.1
860,1621111460.0,521.6
861,1621111461.0,524.2
862,1621111462.0,539.3
863,1621111463.0,552.4
864,1621111464.0,549.9
865,1621111465.0,534.1
866,1621111466.0,521.6
867,1621111467.0,523.2
868,1621111468.0,534.5
869,1621111469.0,541.2
870,1621111470.0,540.1
871,1621111471.0,541.9
872,1621111472.0,551.1
873,1621111473.0,555.3
874,1621111474.0,542.2
875,1621111475.0,519.7
876,1621111476.0,505.3
877,1621111477.0,504.2
878,1621111478.0,507.5
879,1621111479.0,513.6
880,1621111480.0,524.5
881,1621111481.0,539.0
882,1621111482.0,549.3
883,1621111483.0,550.4
884,1621111484.0,544.6
885,1621111485.0,537.5
886,1621111486.0,529.5
887,1621111487.0,521.7
888,1621111488.0,518.1
889,1621111489.0,518.8
890,1621111490.0,522.9
891,1621111491.0,533.3
892,1621111492.0,542.0
893,1621111493.0,537.2
894,1621111494.0,523.4
895,1621111495.0,513.8
896,1621111496.0,514.8
897,1621111497.0,524.3
898,1621111498.0,534.7
899,1621111499.0,542.0
900,1621111500.0,547.1
901,1621111501.0,548.9
902,1621111502.0,542.8
903,1621111503.0,533.5
904,1621111504.0,533.3
905,1621111505.0,539.3
906,1621111506.0,544.8
907,1621111507.0,544.8
908,1621111508.0,532.7
909,1621111509.0,516.8
910,1621111510.0,515.2
911,1621111511.0,528.2
912,1621111512.0,540.4
913,1621111513.0,545.3
914,1621111514.0,545.6
915,1621111515.0,543.2
916,1621111516.0,538.6
917,1621111517.0,533.2
918,1621111518.0,527.4
919,1621111519.0,526.3
920,1621111520.0,534.8
921,1621111521.0,547.5
922,1621111522.0,551.2
923,1621111523.0,538.8
924,1621111524.0,522.4
925,1621111525.0,513.3
926,1621111526.0,510.3
927,1621111527.0,510.4
928,1621111528.0,517.0
929,1621111529.0,532.6
930,1621111530.0,547.3
931,1621111531.0,554.6
932,1621111532.0,550.7
933,1621111533.0,533.7
934,1621111534.0,514.8
935,1621111535.0,504.2
936,1621111536.0,505.5
937,1621111537.0,518.9
938,1621111538.0,540.8
939,1621111539.0,555.2
940,1621111540.0,552.3
941,1621111541.0,538.8
942,1621111542.0,527.5
943,1621111543.0,528.6
944,1621111544.0,537.0
945,1621111545.0,536.6
946,1621111546.0,527.4
947,1621111547.0,522.0
948,1621111548.0,523.3
949,1621111549.0,533.6
950,1621111550.0,544.8
951,1621111551.0,545.0
952,1621111552.0,539.7
953,1621111553.0,540.5
954,1621111554.0,544.1
955,1621111555.0,541.2
956,1621111556.0,528.7
957,1621111557.0,513.1
958,1621111558.0,501.4
959,1621111559.0,504.5
960,1621111560.0,522.0
961,1621111561.0,546.4
962,1621111562.0,562.3
963,1621111563.0,553.7
964,1621111564.0,531.2
965,1621111565.0,516.7
966,1621111566.0,517.6
967,1621111567.0,525.9
968,1621111568.0,533.5
969,1621111569.0,540.9
970,1621111570.0,546.3
971,1621111571.0,544.6
972,1621111572.0,532.3
973,1621111573.0,522.0
974,1621111574.0,523.1
975,1621111575.0,524.2
976,1621111576.0,517.1
977,1621111577.0,511.3
978,1621111578.0,518.7
979,1621111579.0,540.4
980,1621111580.0,561.2
981,1621111581.0,560.9
982,1621111582.0,540.8
983,1621111583.0,521.1
984,1621111584.0,512.5
985,1621111585.0,513.1
986,1621111586.0,519.2
987,1621111587.0,524.9
988,1621111588.0,526.1
989,1621111589.0,524.8
990,1621111590.0,524.6
991,1621111591.0,527.8
992,1621111592.0,535.5
993,1621111593.0,537.6
994,1621111594.0,532.2
995,1621111595.0,528.1
996,1621111596.0,521.1
997,1621111597.0,517.4
998,1621111598.0,528.2
999,1621111599.0,541.8
1000,1621111600.0,542.9
1001,1621111601.0,534.9
1002,1621111602.0,527.3
1003,1621111603.0,525.2
1004,1621111604.0,530.6
1005,1621111605.0,532.6
1006,1621111606.0,525.3
1007,1621111607.0,517.7
1008,1621111608.0,525.2
1009,1621111609.0,545.4
1010,1621111610.0,551.8
1011,1621111611.0,541.3
1012,1621111612.0,533.6
1013,1621111613.0,533.4
1014,1621111614.0,531.4
1015,1621111615.0,528.6
1016,1621111616.0,527.4
1017,1621111617.0,524.8
1018,1621111618.0,528.6
1019,1621111619.0,535.9
1020,1621111620.0,536.7
1021,1621111621.0,536.8
1022,1621111622.0,539.4
1023,1621111623.0,538.1
1024,1621111624.0,529.7
1025,1621111625.0,519.0
1026,1621111626.0,513.2
1027,1621111627.0,514.4
1028,1621111628.0,520.2
1029,1621111629.0,522.4
1030,1621111630.0,525.3
1031,1621111631.0,531.2
1032,1621111632.0,533.4
1033,1621111633.0,533.8
1034,1621111634.0,534.7
1035,1621111635.0,532.9
1036,1621111636.0,525.0
1037,1621111637.0,515.6
1038,1621111638.0,513.2
1039,1621111639.0,521.8
1040,1621111640.0,537.4
1041,1621111641.0,547.2
1042,1621111642.0,546.4
1043,1621111643.0,540.4
1044,1621111644.0,530.9
1045,1621111645.0,521.1
1046,1621111646.0,520.6
1047,1621111647.0,531.6
1048,1621111648.0,541.9
1049,1621111649.0,545.2
1050,1621111650.0,540.8
1051,1621111651.0,529.1
1052,1621111652.0,519.8
1053,1621111653.0,522.1
1054,1621111654.0,527.5
1055,1621111655.0,527.9
1056,1621111656.0,527.4
1057,1621111657.0,534.0
1058,1621111658.0,542.2
1059,1621111659.0,536.7
1060,1621111660.0,522.6
1061,1621111661.0,517.8
1062,1621111662.0,526.6
1063,1621111663.0,539.6
1064,1621111664.0,550.3
