,type_name,time,temp,wet,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz,lat,lon,batt_v
915,TEMP+IMUx3,16.0,17.578125,1.0,0.05908203125,1.04296875,-0.00390625,-0.15,-0.15,-0.15,-3.91387939453125,-4.73785400390625,2.14385986328125,,,3.925
916,TEMP+IMUx3,17.0,17.5703125,1.0,0.029541015625,0.9501953125,-0.12451171875,-0.15,-0.15,-0.15,0.75531005859375,5.30242919921875,8.636474609375,,,3.925
917,TEMP+IMUx3,18.0,17.59375,1.0,0.066162109375,0.990966796875,-0.013671875,-0.15,-0.15,-0.15,7.92694091796875,-8.84246826171875,-2.5787353515625,,,3.925
918,TEMP+IMUx3,19.0,17.5703125,1.0,0.0302734375,1.018798828125,-0.08984375,-0.15,-0.15,-0.15,-5.279541015625,1.36566162109375,4.35638427734375,,,3.925
919,TEMP+IMUx3,20.0,17.6015625,1.0,0.0849609375,1.011962890625,-0.030029296875,-0.15,-0.15,-0.15,6.7291259765625,-1.73187255859375,2.43377685546875,,,3.925
874,TEMP+IMUx3,20.9,17.5859375,1.0,0.042236328125,1.077880859375,-0.060302734375,-0.15,-0.15,-0.15,-10.3607177734375,-0.81634521484375,-4.31060791015625,,,
875,TEMP+IMUx3,21.9,17.5859375,1.0,0.039306640625,0.960693359375,0.02490234375,-0.15,-0.15,-0.15,2.35748291015625,13.7481689453125,6.591796875,,,
876,TEMP+IMUx3,23.0,17.6328125,1.0,0.05615234375,1.025634765625,-0.060302734375,-0.15,-0.15,-0.15,-3.3416748046875,2.960205078125,-13.67950439453125,,,
877,TEMP+IMUx3,24.0,17.59375,1.0,0.041259765625,0.963623046875,-0.14404296875,-0.15,-0.15,-0.15,7.63702392578125,4.2572021484375,4.1656494140625,,,
878,TEMP+IMUx3,25.0,17.5859375,1.0,0.074462890625,1.01953125,0.0771484375,-0.15,-0.15,-0.15,5.57708740234375,-2.75421142578125,2.8839111328125,,,
880,TEMP+IMUx3,26.0,17.578125,1.0,0.0390625,0.9912109375,0.162841796875,-0.15,-0.15,-0.15,18.44024658203125,7.33184814453125,0.06103515625,,,3.923
881,TEMP+IMUx3,27.0,17.578125,1.0,0.03125,1.006103515625,0.165283203125,-0.15,-0.15,-0.15,8.5601806640625,-8.9874267578125,-3.814697265625,,,3.923
882,TEMP+IMUx3,27.9,17.578125,1.0,0.072265625,0.970458984375,0.09765625,14.25,37.05,-5.25,-13.66424560546875,-13.66424560546875,16.6778564453125,,,3.923
883,TEMP+IMUx3,29.0,17.5859375,1.0,0.0791015625,0.971435546875,0.08544921875,-0.15,-0.15,-0.15,37.7655029296875,-12.1307373046875,1.04522705078125,,,3.923
884,TEMP+IMUx3,30.0,17.5546875,1.0,0.0888671875,0.933349609375,-0.178466796875,12.6,37.949999999999996,-4.8,10.223388671875,-3.65447998046875,3.9215087890625,,,3.923
885,TEMP+IMUx3,31.0,17.65625,1.0,0.047119140625,1.20068359375,0.0302734375,-0.15,-0.15,-0.15,-32.21893310546875,7.7362060546875,-12.51220703125,,,3.923
886,TEMP+IMUx3,32.0,17.6328125,1.0,0.109130859375,0.96142578125,0.13134765625,-0.15,-0.15,-0.15,1.65557861328125,11.199951171875,18.47076416015625,,,3.923
887,TEMP+IMUx3,33.0,17.59375,1.0,0.005859375,1.01318359375,-0.089111328125,-0.15,-0.15,-0.15,-22.19390869140625,10.528564453125,2.13623046875,,,3.923
888,TEMP+IMUx3,34.0,17.5859375,1.0,0.0439453125,1.01416015625,-0.141845703125,-0.15,-0.15,-0.15,13.13018798828125,1.86920166015625,-4.06646728515625,,,3.923
889,TEMP+IMUx3,35.0,17.625,1.0,0.0458984375,1.051513671875,-0.129638671875,-0.15,-0.15,-0.15,13.90838623046875,-3.85284423828125,3.4332275390625,,,3.923
891,TEMP+IMUx3,36.0,17.625,1.0,0.1240234375,0.91650390625,-0.20361328125,-0.15,-0.15,-0.15,12.82501220703125,4.08935546875,-0.98419189453125,,,3.923
892,TEMP+IMUx3,37.0,17.6015625,1.0,0.02099609375,1.029541015625,-0.11767578125,-0.15,-0.15,-0.15,-25.20751953125,-6.1798095703125,-3.2958984375,,,3.923
893,TEMP+IMUx3,38.0,17.609375,1.0,0.07861328125,0.8955078125,-0.123291015625,-0.15,-0.15,-0.15,4.87518310546875,-5.06591796875,6.59942626953125,,,3.923
894,TEMP+IMUx3,39.0,17.6328125,1.0,0.046630859375,1.054443359375,-0.03173828125,-0.15,-0.15,-0.15,-20.63751220703125,2.44903564453125,-12.75634765625,,,3.923
895,TEMP+IMUx3,40.0,17.59375,1.0,0.0380859375,0.97607421875,0.0029296875,-0.15,-0.15,-0.15,13.19122314453125,5.096435546875,-2.54058837890625,,,3.923
896,TEMP+IMUx3,41.0,17.609375,1.0,0.060791015625,0.938232421875,-0.07568359375,-0.15,-0.15,-0.15,23.74267578125,-0.80108642578125,15.9912109375,,,3.923
851,TEMP+IMUx3,42.0,17.578125,1.0,0.05615234375,1.03662109375,-0.039794921875,16.5,36.15,-5.85,5.82122802734375,-2.63214111328125,-8.17108154296875,,,
852,TEMP+IMUx3,43.0,17.640625,1.0,0.042236328125,0.931884765625,-0.036865234375,-0.15,-0.15,-0.15,-21.636962890625,8.392333984375,4.7607421875,,,
853,TEMP+IMUx3,44.0,17.6171875,1.0,0.020263671875,1.090576171875,-0.05419921875,-0.15,-0.15,-0.15,-3.37982177734375,6.50787353515625,-7.9193115234375,,,
854,TEMP+IMUx3,45.0,17.6015625,1.0,0.054443359375,0.91162109375,-0.076416015625,-0.15,-0.15,-0.15,23.17047119140625,7.7362060546875,11.5814208984375,,,
856,TEMP+IMUx3,46.0,17.6171875,1.0,0.062255859375,1.04736328125,0.060791015625,-0.15,-0.15,-0.15,10.35308837890625,1.0223388671875,-7.0343017578125,,,3.923
857,TEMP+IMUx3,47.0,17.5859375,1.0,0.034912109375,1.052001953125,-0.0263671875,15.299999999999999,39.75,-11.7,-9.54437255859375,1.94549560546875,6.34002685546875,,,3.923
858,TEMP+IMUx3,48.0,17.5859375,1.0,0.0810546875,0.95751953125,-0.037109375,-0.15,-0.15,-0.15,14.83154296875,-6.866455078125,1.09100341796875,,,3.923
859,TEMP+IMUx3,49.0,17.609375,1.0,0.050048828125,1.022705078125,0.06591796875,-0.15,-0.15,-0.15,5.4473876953125,2.6702880859375,2.74658203125,,,3.923
860,TEMP+IMUx3,50.0,17.6015625,1.0,0.093017578125,0.939697265625,0.0703125,-0.15,-0.15,-0.15,13.09967041015625,3.71551513671875,-9.65118408203125,,,3.923
861,TEMP+IMUx3,51.0,17.671875,1.0,0.02099609375,0.922607421875,-0.0576171875,-0.15,-0.15,-0.15,-21.0418701171875,-12.4664306640625,16.91436767578125,,,3.923
862,TEMP+IMUx3,51.9,17.578125,1.0,0.09912109375,1.109375,-0.145263671875,14.549999999999999,39.3,-9.15,22.86529541015625,-3.56292724609375,-9.97161865234375,,,3.923
863,TEMP+IMUx3,53.0,17.625,1.0,0.042236328125,1.05712890625,-0.1328125,-0.15,-0.15,-0.15,-7.66754150390625,13.22174072265625,-5.2642822265625,,,3.923
864,TEMP+IMUx3,54.0,17.5703125,1.0,0.048095703125,1.004638671875,0.1435546875,-0.15,-0.15,-0.15,13.763427734375,3.0517578125,8.9263916015625,,,3.923
865,TEMP+IMUx3,55.0,17.6015625,1.0,0.10302734375,0.982666015625,0.022216796875,16.8,37.8,-8.85,26.96990966796875,-7.57598876953125,-0.579833984375,,,3.923
867,TEMP+IMUx3,56.0,17.578125,1.0,0.054931640625,1.001953125,-0.008544921875,-0.15,-0.15,-0.15,0.2593994140625,-7.39288330078125,-5.19561767578125,,,3.922
868,TEMP+IMUx3,57.0,17.59375,1.0,-0.03662109375,1.01123046875,0.021728515625,14.549999999999999,40.05,-7.8,12.68768310546875,-4.46319580078125,0.3662109375,,,3.922
869,TEMP+IMUx3,58.0,17.5703125,1.0,0.1181640625,0.989990234375,-0.215576171875,15.6,40.05,-12.75,10.040283203125,-4.6234130859375,10.36834716796875,,,3.922
870,TEMP+IMUx3,59.0,17.6171875,1.0,0.061279296875,0.98291015625,-0.16357421875,-0.15,-0.15,-0.15,4.6234130859375,5.63812255859375,-1.93023681640625,,,3.922
871,TEMP+IMUx3,60.0,17.59375,1.0,0.046630859375,1.066162109375,-0.135986328125,16.05,40.5,-12.45,20.40863037109375,-2.6397705078125,-5.27191162109375,,,3.922
872,TEMP+IMUx3,61.0,17.6328125,1.0,0.078369140625,1.02197265625,0.025634765625,-0.15,-0.15,-0.15,1.54876708984375,9.9029541015625,0.8544921875,,,3.922
873,TEMP+IMUx3,62.0,17.5859375,1.0,0.02490234375,0.964599609375,-0.04296875,-0.15,-0.15,-0.15,-9.65118408203125,-2.5177001953125,3.71551513671875,,,3.922
828,TEMP+IMUx3,63.0,17.59375,1.0,0.10205078125,0.953857421875,0.032958984375,-0.15,-0.15,-0.15,23.1781005859375,8.5296630859375,-4.53948974609375,,,
829,TEMP+IMUx3,64.0,17.5703125,1.0,0.09619140625,0.990478515625,-0.012451171875,-0.15,-0.15,-0.15,52.17742919921875,-7.659912109375,2.60162353515625,,,
830,TEMP+IMUx3,65.0,17.609375,1.0,0.076171875,0.98486328125,-0.076904296875,-0.15,-0.15,-0.15,-19.14215087890625,4.90570068359375,1.06048583984375,,,
832,TEMP+IMUx3,66.0,17.578125,1.0,0.041015625,1.050048828125,-0.011474609375,-0.15,-0.15,-0.15,16.25823974609375,7.1563720703125,-6.44683837890625,,,3.922
833,TEMP+IMUx3,67.0,17.6015625,1.0,0.12548828125,0.96728515625,-0.07666015625,-0.15,-0.15,-0.15,-0.96893310546875,2.777099609375,4.852294921875,,,3.922
834,TEMP+IMUx3,68.0,17.5625,1.0,0.0107421875,1.02783203125,-0.126953125,-0.15,-0.15,-0.15,-26.90887451171875,-7.7362060546875,2.655029296875,,,3.922
835,TEMP+IMUx3,69.0,17.6015625,1.0,0.069091796875,0.9765625,0.001708984375,-0.15,-0.15,-0.15,2.17437744140625,1.07574462890625,-4.3182373046875,,,3.922
836,TEMP+IMUx3,70.0,17.5546875,1.0,0.0673828125,1.099365234375,0.00634765625,-0.15,-0.15,-0.15,7.54547119140625,-3.1890869140625,-4.058837890625,,,3.922
837,TEMP+IMUx3,71.0,17.5390625,1.0,0.046875,0.9677734375,0.01123046875,-0.15,-0.15,-0.15,-1.3580322265625,-5.19561767578125,10.92529296875,,,3.922
838,TEMP+IMUx3,72.0,17.5703125,1.0,0.07568359375,0.99951171875,-0.08154296875,-0.15,-0.15,-0.15,-6.00433349609375,-4.7607421875,-7.14874267578125,,,3.922
839,TEMP+IMUx3,73.0,17.546875,1.0,0.0361328125,1.02734375,-0.195556640625,-0.15,-0.15,-0.15,11.7340087890625,4.1351318359375,1.556396484375,,,3.922
840,TEMP+IMUx3,74.0,17.53125,1.0,0.088623046875,1.08349609375,-0.26318359375,-0.15,-0.15,-0.15,-11.51275634765625,-3.204345703125,-6.8359375,,,3.922
841,TEMP+IMUx3,75.0,17.5390625,1.0,0.113037109375,0.895751953125,-0.202392578125,-0.15,-0.15,-0.15,-40.46630859375,1.71661376953125,3.814697265625,,,3.922
843,TEMP+IMUx3,76.0,17.6015625,1.0,0.036865234375,0.93994140625,-0.056640625,-0.15,-0.15,-0.15,-12.01629638671875,8.7432861328125,4.4403076171875,,,3.922
844,TEMP+IMUx3,77.0,17.578125,1.0,0.054931640625,1.127197265625,0.0068359375,-0.15,-0.15,-0.15,24.84130859375,8.4075927734375,-8.96453857421875,,,3.922
845,TEMP+IMUx3,78.0,17.5625,1.0,0.069580078125,0.9453125,-0.087890625,-0.15,-0.15,-0.15,2.777099609375,-2.8533935546875,-2.20489501953125,,,3.922
846,TEMP+IMUx3,79.0,17.578125,1.0,0.037109375,1.034912109375,0.03564453125,-0.15,-0.15,-0.15,7.48443603515625,-5.0201416015625,2.41851806640625,,,3.922
847,TEMP+IMUx3,80.0,17.5703125,1.0,0.087158203125,0.999755859375,0.024169921875,-0.15,-0.15,-0.15,-6.70623779296875,-5.62286376953125,4.09698486328125,,,3.922
848,TEMP+IMUx3,81.0,17.4921875,1.0,0.065673828125,1.058349609375,0.092529296875,-0.15,-0.15,-0.15,-12.53509521484375,3.60870361328125,-7.04193115234375,,,3.922
849,TEMP+IMUx3,82.0,17.5703125,1.0,0.023681640625,0.92529296875,0.026611328125,21.0,36.449999999999996,-11.1,-20.14923095703125,5.4168701171875,16.39556884765625,,,3.922
850,TEMP+IMUx3,83.0,17.5078125,1.0,0.065673828125,0.97314453125,-0.065185546875,-0.15,-0.15,-0.15,-11.51275634765625,-10.162353515625,-1.68609619140625,,,3.922
805,TEMP+IMUx3,84.0,17.5390625,1.0,0.07958984375,0.96923828125,-0.148193359375,-0.15,-0.15,-0.15,21.11053466796875,4.85992431640625,-8.39996337890625,,,
806,TEMP+IMUx3,85.0,17.53125,1.0,0.080322265625,0.961181640625,-0.077880859375,-0.15,-0.15,-0.15,-10.85662841796875,-4.1961669921875,1.4495849609375,,,
808,TEMP+IMUx3,86.0,17.5625,1.0,0.058349609375,1.078857421875,0.019775390625,-0.15,-0.15,-0.15,1.40380859375,-19.32525634765625,-6.1187744140625,,,3.922
809,TEMP+IMUx3,87.0,17.546875,1.0,0.0283203125,0.97216796875,0.053955078125,-0.15,-0.15,-0.15,6.439208984375,-25.4974365234375,9.124755859375,,,3.922
810,TEMP+IMUx3,88.0,17.6015625,1.0,0.059326171875,1.082275390625,-0.040771484375,-0.15,-0.15,-0.15,6.01959228515625,-14.91546630859375,-16.845703125,,,3.922
811,TEMP+IMUx3,89.0,17.53125,1.0,0.06298828125,0.909423828125,-0.066162109375,-0.15,-0.15,-0.15,4.913330078125,-10.13946533203125,-6.805419921875,,,3.922
812,TEMP+IMUx3,90.0,17.5390625,1.0,0.006591796875,1.105712890625,0.05419921875,-0.15,-0.15,-0.15,-12.09259033203125,-4.3792724609375,-1.44195556640625,,,3.922
813,TEMP+IMUx3,90.9,17.5546875,1.0,0.083740234375,1.084228515625,-0.080810546875,-13.5,35.25,-6.0,-7.080078125,-38.61236572265625,3.5552978515625,,,3.922
814,TEMP+IMUx3,92.0,17.5390625,1.0,0.025390625,1.0087890625,0.0888671875,-0.15,-0.15,-0.15,-0.41961669921875,-22.37701416015625,11.05499267578125,,,3.922
815,TEMP+IMUx3,93.0,17.59375,1.0,0.20263671875,0.99951171875,-0.017333984375,-0.15,-0.15,-0.15,28.95355224609375,-20.72906494140625,1.76239013671875,,,3.922
816,TEMP+IMUx3,93.9,17.5234375,1.0,0.013427734375,1.0302734375,0.03369140625,-24.9,33.15,-21.45,22.74322509765625,1.9073486328125,6.1798095703125,,,3.922
817,TEMP+IMUx3,95.0,17.515625,1.0,0.208740234375,0.966064453125,-0.01318359375,-0.15,-0.15,-0.15,5.66864013671875,-12.4359130859375,-17.86041259765625,,,3.922
819,TEMP+IMUx3,96.0,17.5546875,1.0,0.061279296875,1.232421875,-0.02685546875,-25.5,32.25,-24.9,-15.90728759765625,1.40380859375,16.05987548828125,,,3.92
820,TEMP+IMUx3,97.0,17.4453125,1.0,0.06005859375,0.895751953125,-0.029052734375,-0.15,-0.15,-0.15,7.42340087890625,-9.63592529296875,-18.27239990234375,,,3.92
821,TEMP+IMUx3,97.9,17.46875,1.0,0.10107421875,1.0224609375,0.081298828125,-24.75,33.0,-28.799999999999997,6.46209716796875,4.15802001953125,19.7601318359375,,,3.92
822,TEMP+IMUx3,99.0,17.515625,1.0,0.083984375,0.8330078125,-0.010498046875,-0.15,-0.15,-0.15,-8.9111328125,-16.63970947265625,-38.07830810546875,,,3.92
823,TEMP+IMUx3,100.0,17.4921875,1.0,0.149658203125,1.161865234375,-0.05859375,-22.65,32.55,-38.699999999999996,0.6866455078125,-24.932861328125,19.12689208984375,,,3.92
824,TEMP+IMUx3,101.0,17.4765625,1.0,0.031982421875,0.888671875,-0.090087890625,-0.15,-0.15,-0.15,20.294189453125,-12.04681396484375,-10.74981689453125,,,3.92
825,TEMP+IMUx3,102.0,17.53125,1.0,0.13720703125,1.08740234375,0.0546875,-0.15,-0.15,-0.15,-14.678955078125,7.51495361328125,8.21685791015625,,,3.92
826,TEMP+IMUx3,103.0,17.4765625,1.0,0.078125,1.012939453125,-0.109375,-0.15,-0.15,-0.15,-8.07952880859375,10.345458984375,7.92694091796875,,,3.92
827,TEMP+IMUx3,104.0,17.4765625,1.0,0.05517578125,0.891845703125,-0.028564453125,-0.15,-0.15,-0.15,20.56121826171875,-6.6986083984375,-12.0697021484375,,,3.92
782,TEMP+IMUx3,105.0,17.4921875,1.0,0.090087890625,1.21240234375,-0.0166015625,-16.2,34.949999999999996,-42.449999999999996,8.84246826171875,4.93621826171875,32.7606201171875,,,
784,TEMP+IMUx3,106.0,17.4921875,1.0,-0.04541015625,0.86865234375,0.00341796875,-0.15,-0.15,-0.15,-4.8675537109375,6.05010986328125,-10.01739501953125,,,3.921
785,TEMP+IMUx3,107.0,17.4609375,1.0,0.166015625,0.996337890625,-0.001220703125,-0.15,-0.15,-0.15,10.43701171875,4.8980712890625,4.119873046875,,,3.921
786,TEMP+IMUx3,108.0,17.4140625,1.0,0.076904296875,1.029296875,0.00390625,-0.15,-0.15,-0.15,-2.4261474609375,2.14385986328125,8.7432861328125,,,3.921
787,TEMP+IMUx3,109.0,17.390625,1.0,0.150634765625,1.09619140625,-0.0576171875,-0.15,-0.15,-0.15,16.8914794921875,-4.57000732421875,17.76123046875,,,3.921
788,TEMP+IMUx3,110.0,17.421875,1.0,0.035400390625,0.8515625,-0.078125,-0.15,-0.15,-0.15,-8.270263671875,-8.6212158203125,-10.6658935546875,,,3.921
789,TEMP+IMUx3,111.0,17.4296875,1.0,0.04541015625,0.935302734375,-0.000244140625,-0.15,-0.15,-0.15,14.190673828125,-7.60650634765625,5.9661865234375,,,3.921
790,TEMP+IMUx3,112.0,17.421875,1.0,-0.037841796875,0.98193359375,0.030029296875,-0.15,-0.15,-0.15,-25.18463134765625,5.45501708984375,-22.86529541015625,,,3.921
791,TEMP+IMUx3,113.0,17.46875,1.0,0.220458984375,1.1376953125,-0.008544921875,-0.15,-0.15,-0.15,-7.56072998046875,-10.76507568359375,7.32421875,,,3.921
792,TEMP+IMUx3,114.0,17.46875,1.0,0.041259765625,1.0361328125,-0.0830078125,-0.15,-0.15,-0.15,-25.69580078125,-0.31280517578125,4.89044189453125,,,3.921
793,TEMP+IMUx3,115.0,17.3984375,1.0,-0.010009765625,1.074951171875,-0.0478515625,-0.15,-0.15,-0.15,22.31597900390625,-0.7476806640625,6.6070556640625,,,3.921
795,TEMP+IMUx3,116.0,17.4453125,1.0,0.246337890625,0.991455078125,-0.02197265625,-0.15,-0.15,-0.15,25.70343017578125,-2.3956298828125,-8.48388671875,,,3.92
796,TEMP+IMUx3,117.0,17.4296875,1.0,0.164306640625,1.101318359375,0.001953125,-0.15,-0.15,-0.15,19.7296142578125,12.13836669921875,26.96990966796875,,,3.92
797,TEMP+IMUx3,118.0,17.421875,1.0,0.09912109375,0.778076171875,0.019775390625,-0.15,-0.15,-0.15,-30.87615966796875,4.974365234375,-18.524169921875,,,3.92
798,TEMP+IMUx3,119.0,17.40625,1.0,0.0703125,1.00341796875,-0.042724609375,-0.15,-0.15,-0.15,-25.0091552734375,1.708984375,2.86865234375,,,3.92
799,TEMP+IMUx3,120.0,17.4296875,1.0,0.010009765625,1.013427734375,0.03173828125,-16.349999999999998,34.8,-38.699999999999996,7.65228271484375,-7.57598876953125,13.824462890625,,,3.92
800,TEMP+IMUx3,121.0,17.4296875,1.0,0.10205078125,0.874755859375,-0.015625,-0.15,-0.15,-0.15,-2.50244140625,5.37872314453125,-15.19775390625,,,3.92
801,TEMP+IMUx3,122.0,17.4375,1.0,0.061279296875,1.06396484375,0.0556640625,-0.15,-0.15,-0.15,10.80322265625,3.13568115234375,-32.2265625,,,3.92
802,TEMP+IMUx3,123.0,17.3984375,1.0,0.082763671875,1.166748046875,-0.015625,-0.15,-0.15,-0.15,-10.65826416015625,5.19561767578125,10.62774658203125,,,3.92
803,TEMP+IMUx3,124.0,17.4453125,1.0,0.068115234375,0.8798828125,-0.111083984375,-0.15,-0.15,-0.15,25.45166015625,0.5950927734375,-16.4794921875,,,3.92
804,TEMP+IMUx3,125.0,17.4375,1.0,0.158935546875,1.161865234375,-0.027587890625,-14.25,36.75,-40.949999999999996,-10.4827880859375,-1.0528564453125,19.683837890625,,,3.92
760,TEMP+IMUx3,126.0,17.4140625,1.0,0.074462890625,0.95263671875,0.087890625,-0.15,-0.15,-0.15,10.009765625,0.8087158203125,-6.77490234375,,,3.92
761,TEMP+IMUx3,127.0,17.3828125,1.0,0.168212890625,0.878173828125,-0.059326171875,-10.65,36.15,-46.8,-4.63104248046875,2.197265625,2.1514892578125,,,3.92
762,TEMP+IMUx3,128.0,17.421875,1.0,0.03369140625,1.048828125,-0.0419921875,-0.15,-0.15,-0.15,-10.56671142578125,-8.35418701171875,-14.59503173828125,,,3.92
763,TEMP+IMUx3,129.0,17.4140625,1.0,0.1806640625,1.139892578125,0.008544921875,-0.15,-0.15,-0.15,-4.05120849609375,2.593994140625,14.46533203125,,,3.92
764,TEMP+IMUx3,130.0,17.4296875,1.0,0.037109375,0.986083984375,-0.085693359375,-0.15,-0.15,-0.15,-5.6304931640625,0.0,-5.34820556640625,,,3.92
765,TEMP+IMUx3,131.0,17.3984375,1.0,0.033447265625,0.82421875,-0.094970703125,-0.15,-0.15,-0.15,6.7596435546875,-4.35638427734375,-22.69744873046875,,,3.92
766,TEMP+IMUx3,132.0,17.453125,1.0,0.068359375,1.016845703125,0.005615234375,-13.799999999999999,34.8,-45.15,-8.84246826171875,1.3885498046875,1.25885009765625,,,3.92
767,TEMP+IMUx3,133.0,17.4375,1.0,0.2119140625,0.977294921875,-0.057373046875,-0.15,-0.15,-0.15,13.51165771484375,-25.2685546875,5.54656982421875,,,3.92
768,TEMP+IMUx3,134.0,17.4375,1.0,0.03857421875,0.840087890625,-0.009765625,-0.15,-0.15,-0.15,15.76995849609375,3.89862060546875,-4.41741943359375,,,3.92
769,TEMP+IMUx3,135.0,17.4453125,1.0,0.211669921875,1.023681640625,-0.028076171875,-0.15,-0.15,-0.15,2.838134765625,-6.2408447265625,0.58746337890625,,,3.92
771,TEMP+IMUx3,136.0,17.5,1.0,0.001953125,0.964111328125,0.024169921875,-0.15,-0.15,-0.15,10.5743408203125,-10.6353759765625,-5.2032470703125,,,3.92
772,TEMP+IMUx3,137.0,17.40625,1.0,0.0380859375,1.072998046875,-0.01708984375,-0.15,-0.15,-0.15,11.39068603515625,2.349853515625,-4.5318603515625,,,3.92
773,TEMP+IMUx3,138.0,17.4453125,1.0,0.079833984375,1.09716796875,-0.036865234375,-0.15,-0.15,-0.15,-0.0762939453125,-8.4075927734375,-3.15093994140625,,,3.92
774,TEMP+IMUx3,139.0,17.4453125,1.0,0.000244140625,0.970458984375,-0.0537109375,-0.15,-0.15,-0.15,11.31439208984375,-2.34222412109375,-22.42279052734375,,,3.92
775,TEMP+IMUx3,140.0,17.40625,1.0,0.0712890625,1.015869140625,0.03515625,-0.15,-0.15,-0.15,1.4190673828125,2.1820068359375,20.4315185546875,,,3.92
776,TEMP+IMUx3,141.0,17.4453125,1.0,0.0615234375,0.921142578125,-0.028564453125,-0.15,-0.15,-0.15,-4.26483154296875,-3.41033935546875,-3.0364990234375,,,3.92
777,TEMP+IMUx3,141.9,17.4609375,1.0,0.0234375,1.114990234375,-0.025146484375,-6.1499999999999995,33.0,-56.25,15.4876708984375,4.61578369140625,6.27899169921875,,,3.92
778,TEMP+IMUx3,143.0,17.4609375,1.0,0.04052734375,1.032470703125,-0.025390625,-0.15,-0.15,-0.15,18.68438720703125,5.462646484375,5.79071044921875,,,3.92
779,TEMP+IMUx3,144.0,17.4453125,1.0,0.0419921875,0.91748046875,-0.0263671875,-0.15,-0.15,-0.15,-34.84344482421875,1.31988525390625,-12.20703125,,,3.92
780,TEMP+IMUx3,145.0,17.5,1.0,0.05224609375,1.064453125,-0.06298828125,-0.15,-0.15,-0.15,22.43804931640625,-2.2430419921875,4.0435791015625,,,3.92
736,TEMP+IMUx3,146.0,17.5,1.0,0.089599609375,0.952392578125,-0.006103515625,-0.15,-0.15,-0.15,8.52203369140625,9.8114013671875,1.2969970703125,,,
737,TEMP+IMUx3,147.0,17.4765625,1.0,0.026611328125,1.03076171875,-0.10791015625,-0.15,-0.15,-0.15,22.46856689453125,-0.22125244140625,-11.13128662109375,,,
738,TEMP+IMUx3,148.0,17.5078125,1.0,0.064453125,0.854736328125,-0.05517578125,-0.15,-0.15,-0.15,11.2152099609375,-1.251220703125,-3.11279296875,,,
739,TEMP+IMUx3,149.0,17.4375,1.0,0.067626953125,0.95263671875,-0.0078125,-0.15,-0.15,-0.15,18.035888671875,7.0648193359375,-5.3253173828125,,,
740,TEMP+IMUx3,149.9,17.4765625,1.0,0.1015625,0.92431640625,-0.05078125,-0.15,-0.15,-0.15,-3.18145751953125,0.091552734375,-14.495849609375,,,
741,TEMP+IMUx3,151.0,17.4453125,1.0,0.12744140625,1.016357421875,0.029296875,-0.15,-0.15,-0.15,0.03814697265625,-3.07464599609375,-1.57928466796875,,,
742,TEMP+IMUx3,152.0,17.515625,1.0,0.0546875,0.891357421875,-0.068115234375,-0.15,-0.15,-0.15,-32.84454345703125,-7.98797607421875,9.21630859375,,,
743,TEMP+IMUx3,153.0,17.5,1.0,0.065673828125,0.964599609375,0.042236328125,-0.15,-0.15,-0.15,-18.73016357421875,0.5645751953125,-8.72039794921875,,,
744,TEMP+IMUx3,154.0,17.4609375,1.0,0.0341796875,1.065185546875,0.0517578125,-0.15,-0.15,-0.15,0.4119873046875,-0.26702880859375,-1.62506103515625,,,
745,TEMP+IMUx3,155.0,17.4921875,1.0,0.06884765625,0.951904296875,-0.045166015625,-1.7999999999999998,36.75,-47.699999999999996,-15.11383056640625,2.83050537109375,0.22125244140625,,,
747,TEMP+IMUx3,156.0,17.484375,1.0,0.054443359375,0.953369140625,-0.08642578125,-0.15,-0.15,-0.15,-1.678466796875,-4.9896240234375,1.74713134765625,,,3.918
748,TEMP+IMUx3,157.0,17.5078125,1.0,0.061279296875,0.97119140625,-0.0263671875,-0.15,-0.15,-0.15,19.6533203125,-2.86102294921875,-14.0838623046875,,,3.918
749,TEMP+IMUx3,157.9,17.46875,1.0,0.057373046875,0.979248046875,-0.0458984375,-0.15,-0.15,-0.15,3.80706787109375,-3.27301025390625,20.0347900390625,,,3.918
750,TEMP+IMUx3,159.0,17.453125,1.0,0.070068359375,0.9609375,0.156982421875,-0.15,-0.15,-0.15,-28.717041015625,1.86920166015625,-15.350341796875,,,3.918
751,TEMP+IMUx3,160.0,17.5234375,1.0,0.08056640625,1.035400390625,-0.096435546875,-0.15,-0.15,-0.15,2.2735595703125,-11.7034912109375,7.92694091796875,,,3.918
752,TEMP+IMUx3,161.0,17.5,1.0,0.0341796875,0.876953125,0.014404296875,-0.15,-0.15,-0.15,16.92962646484375,4.7760009765625,-2.37274169921875,,,3.918
753,TEMP+IMUx3,162.0,17.484375,1.0,0.0654296875,0.986328125,-0.103759765625,-0.15,-0.15,-0.15,-4.7760009765625,-6.28662109375,5.37872314453125,,,3.918
754,TEMP+IMUx3,163.0,17.5078125,1.0,0.048828125,1.188720703125,0.019775390625,-0.15,-0.15,-0.15,45.135498046875,-5.42449951171875,-0.4425048828125,,,3.918
755,TEMP+IMUx3,164.0,17.5,1.0,0.0419921875,0.9462890625,-0.1162109375,-0.15,-0.15,-0.15,-30.7769775390625,-15.54107666015625,5.97381591796875,,,3.918
