time (UTC),pressure (dbar),pressure_flagPrimary,temperature (celsius),temperature_flagPrimary,chlorophyll (ug/L),chlorophyll_flagPrimary,salinity (1e-3),salinity_flagPrimary
2021-04-27T04:58:18Z,4.335,1,16.5443,1,68.049,4,33.5366,1
2021-04-27T05:02:18Z,4.371,1,16.6722,1,68.049,4,33.5396,1
2021-04-27T05:06:18Z,4.324,1,16.5693,1,68.049,4,33.5465,1
2021-04-27T05:10:18Z,4.429,1,16.7292,1,68.049,4,33.5428,1
2021-04-27T05:14:18Z,4.378,1,16.5817,1,68.049,4,33.5405,1
2021-04-27T05:18:18Z,4.393,1,16.5865,1,68.049,4,33.5394,1
2021-04-27T05:22:18Z,4.311,1,16.5127,1,68.049,4,33.5219,1
2021-04-27T05:26:18Z,4.248,1,16.577,1,68.049,4,33.5552,1
2021-04-27T05:30:18Z,4.309,1,16.6371,1,68.049,4,33.5464,1
2021-04-27T05:34:18Z,4.252,1,16.5004,1,68.049,4,33.5462,1
2021-04-27T05:38:18Z,4.291,1,16.6837,1,68.049,4,33.5416,1
2021-04-27T05:42:18Z,4.166,1,16.6197,1,68.049,4,33.5425,1
2021-04-27T05:46:18Z,4.186,1,16.5826,1,68.049,4,33.5462,1
2021-04-27T05:50:18Z,4.173,1,16.5152,1,68.049,4,33.5431,1
2021-04-27T05:54:18Z,4.104,1,16.6219,1,68.049,4,33.5448,1
2021-04-27T05:58:18Z,4.131,1,16.5422,1,68.049,4,33.5415,1
2021-04-27T06:02:18Z,4.093,1,16.6021,1,68.049,4,33.5483,1
2021-04-27T06:06:18Z,4.106,1,16.5657,1,68.049,4,33.5447,1
2021-04-27T06:10:18Z,4.069,1,16.5992,1,68.049,4,33.5464,1
2021-04-27T06:14:18Z,4.105,1,16.587,1,68.049,4,33.5485,1
2021-04-27T06:18:18Z,4.054,1,16.6071,1,68.049,4,33.549,1
2021-04-27T06:22:18Z,3.954,1,16.6281,1,68.049,4,33.5485,1
2021-04-27T06:26:18Z,3.799,1,16.6147,1,68.049,4,33.5507,1
2021-04-27T06:30:18Z,3.898,1,16.6162,1,68.049,4,33.5495,1
2021-04-27T06:34:18Z,3.993,1,16.6141,1,68.049,4,33.5467,1
2021-04-27T06:38:18Z,3.799,1,16.624,1,68.049,4,33.548,1
2021-04-27T06:42:18Z,3.899,1,16.6249,1,68.049,4,33.5469,1
2021-04-27T06:46:18Z,3.829,1,16.6277,1,68.049,4,33.5438,1
2021-04-27T06:50:18Z,3.793,1,16.6259,1,68.049,4,33.5441,1
2021-04-27T06:54:18Z,3.708,1,16.6262,1,68.049,4,33.5458,1
2021-04-27T06:58:18Z,3.645,1,16.6243,1,68.049,4,33.5446,1
2021-04-27T07:02:18Z,3.735,1,16.6355,1,68.049,4,33.5468,1
2021-04-27T07:06:18Z,3.679,1,16.6442,1,68.049,4,33.5449,1
2021-04-27T07:10:18Z,3.562,1,16.6426,1,68.049,4,33.5416,1
2021-04-27T07:14:18Z,3.549,1,16.6417,1,68.049,4,33.5422,1
2021-04-27T07:18:18Z,3.483,1,16.6425,1,68.049,4,33.5407,1
2021-04-27T07:22:18Z,3.437,1,16.6407,1,68.049,4,33.544,1
2021-04-27T07:26:18Z,3.464,1,16.6416,1,68.049,4,33.5439,1
2021-04-27T07:30:18Z,3.469,1,16.6486,1,68.049,4,33.5434,1
2021-04-27T07:34:18Z,3.361,1,16.6428,1,68.049,4,33.5434,1
2021-04-27T07:38:18Z,3.372,1,16.641,1,68.049,4,33.5426,1
2021-04-27T07:42:18Z,3.382,1,16.6425,1,68.049,4,33.5375,1
2021-04-27T07:46:18Z,3.24,1,16.6478,1,68.049,4,33.5385,1
2021-04-27T07:50:18Z,3.224,1,16.6438,1,68.049,4,33.5379,1
2021-04-27T07:54:18Z,3.256,1,16.6355,1,68.049,4,33.5378,1
2021-04-27T07:58:18Z,3.297,1,16.6146,1,68.049,4,33.539,1
2021-04-27T08:02:18Z,3.193,1,16.624,1,68.049,4,33.5389,1
2021-04-27T08:06:18Z,3.092,1,16.6118,1,68.049,4,33.5381,1
2021-04-27T08:10:18Z,3.136,1,16.6113,1,68.049,4,33.5371,1
2021-04-27T08:14:18Z,3.016,1,16.6191,1,68.049,4,33.5379,1
2021-04-27T08:18:18Z,3.007,1,16.6175,1,68.049,4,33.5415,1
2021-04-27T08:22:18Z,3.027,1,16.6179,1,68.049,4,33.5389,1
2021-04-27T08:26:18Z,3.012,1,16.6149,1,68.049,4,33.5419,1
2021-04-27T08:30:18Z,2.877,1,16.6158,1,68.049,4,33.5394,1
2021-04-27T08:34:18Z,2.914,1,16.6082,1,68.049,4,33.5415,1
2021-04-27T08:38:18Z,2.835,1,16.6134,1,68.049,4,33.5413,1
2021-04-27T08:42:18Z,2.859,1,16.6165,1,68.049,4,33.5394,1
2021-04-27T08:46:18Z,2.763,1,16.6143,1,68.049,4,33.5426,1
2021-04-27T08:50:18Z,2.72,1,16.6126,1,68.049,4,33.5404,1
2021-04-27T08:54:18Z,2.725,1,16.5959,1,68.049,4,33.5433,1
2021-04-27T08:58:18Z,2.658,1,16.6065,1,68.049,4,33.5418,1
2021-04-27T09:02:18Z,2.693,1,16.5863,1,68.049,4,33.5428,1
2021-04-27T09:06:18Z,2.602,1,16.5828,1,68.049,4,33.5428,1
2021-04-27T09:10:18Z,2.66,1,16.5738,1,68.049,4,33.544,1
2021-04-27T09:14:18Z,2.526,1,16.5759,1,68.049,4,33.541,1
2021-04-27T09:18:18Z,2.541,1,16.5804,1,68.049,4,33.5375,1
2021-04-27T09:22:18Z,2.519,1,16.5757,1,68.049,4,33.5424,1
2021-04-27T09:26:18Z,2.519,1,16.5784,1,68.049,4,33.546,1
2021-04-27T09:30:18Z,2.439,1,16.5632,1,68.049,4,33.5478,1
2021-04-27T09:34:18Z,2.437,1,16.5654,1,68.049,4,33.5448,1
2021-04-27T09:38:18Z,2.439,1,16.5312,1,68.049,4,33.5461,1
2021-04-27T09:42:18Z,2.317,1,16.537,1,68.049,4,33.5436,1
2021-04-27T09:46:18Z,2.413,1,16.5201,1,68.049,4,33.5432,1
2021-04-27T09:50:18Z,2.315,1,16.5133,1,68.049,4,33.539,1
2021-04-27T09:54:18Z,2.339,1,16.5244,1,68.049,4,33.5415,1
2021-04-27T09:58:18Z,2.34,1,16.5123,1,68.049,4,33.5397,1
2021-04-27T10:02:18Z,2.337,1,16.517,1,68.049,4,33.5441,1
2021-04-27T10:06:18Z,2.376,1,16.5218,1,68.049,4,33.5453,1
2021-04-27T10:10:18Z,2.33,1,16.5221,1,68.049,4,33.5473,1
2021-04-27T10:14:18Z,2.338,1,16.5278,1,68.049,4,33.5474,1
2021-04-27T10:18:18Z,2.314,1,16.5287,1,68.049,4,33.5457,1
2021-04-27T10:22:18Z,2.34,1,16.5238,1,68.049,4,33.5474,1
2021-04-27T10:26:18Z,2.279,1,16.5161,1,68.049,4,33.5449,1
2021-04-27T10:30:18Z,2.283,1,16.5074,1,68.049,4,33.5461,1
2021-04-27T10:34:18Z,2.206,1,16.4994,1,68.049,4,33.5477,1
2021-04-27T10:38:18Z,2.208,1,16.4899,1,68.049,4,33.5487,1
2021-04-27T10:42:18Z,2.187,1,16.4896,1,68.049,4,33.5462,1
2021-04-27T10:46:18Z,2.137,1,16.4964,1,68.049,4,33.549,1
2021-04-27T10:50:18Z,2.214,1,16.4529,1,68.049,4,33.542,1
2021-04-27T10:54:18Z,2.179,1,16.3742,1,68.049,4,33.5372,1
2021-04-27T10:58:18Z,2.314,1,16.3459,1,68.049,4,33.5367,1
2021-04-27T11:02:18Z,2.127,1,16.2451,1,68.049,4,33.5264,1
2021-04-27T11:06:18Z,2.163,1,16.1822,1,68.049,4,33.5232,1
2021-04-27T11:10:18Z,2.341,1,16.1762,1,68.049,4,33.5208,1
2021-04-27T11:14:18Z,2.183,1,16.1714,1,68.049,4,33.5225,1
2021-04-27T11:18:18Z,2.151,1,16.1638,1,68.049,4,33.5197,1
2021-04-27T11:22:18Z,2.226,1,16.1476,1,68.049,4,33.5221,1
2021-04-27T11:26:18Z,2.28,1,16.1418,1,68.049,4,33.5215,1
2021-04-27T11:30:18Z,2.268,1,16.1482,1,68.049,4,33.5227,1
2021-04-27T11:34:18Z,2.281,1,16.1524,1,68.049,4,33.5212,1
2021-04-27T11:38:18Z,2.275,1,16.1465,1,68.049,4,33.5214,1
2021-04-27T11:42:18Z,2.229,1,16.1379,1,68.049,4,33.5229,1
2021-04-27T11:46:18Z,2.297,1,16.1241,1,68.049,4,33.5191,1
2021-04-27T11:50:18Z,2.362,1,16.1223,1,68.049,4,33.5184,1
2021-04-27T11:54:18Z,2.329,1,16.1204,1,68.049,4,33.5221,1
2021-04-27T11:58:18Z,2.271,1,16.1229,1,68.049,4,33.5213,1
2021-04-27T12:02:18Z,2.293,1,16.1182,1,68.049,4,33.5235,1
2021-04-27T12:06:18Z,2.299,1,16.1187,1,68.049,4,33.5177,1
2021-04-27T12:10:18Z,2.291,1,16.1207,1,68.049,4,33.5213,1
2021-04-27T12:14:18Z,2.33,1,16.118,1,68.049,4,33.5213,1
2021-04-27T12:18:18Z,2.291,1,16.1083,1,68.049,4,33.5199,1
2021-04-27T12:22:18Z,2.377,1,16.1158,1,68.049,4,33.5247,1
2021-04-27T12:26:18Z,2.35,1,16.1477,1,68.049,4,33.5278,1
2021-04-27T12:30:18Z,2.375,1,16.1858,1,68.049,4,33.5313,1
2021-04-27T12:34:18Z,2.551,1,16.1774,1,68.049,4,33.5315,1
2021-04-27T12:38:18Z,2.442,1,16.1459,1,68.049,4,33.5294,1
2021-04-27T12:42:18Z,2.501,1,16.107,1,68.049,4,33.5296,1
2021-04-27T12:46:18Z,2.361,1,16.0547,1,68.049,4,33.5305,1
2021-04-27T12:50:18Z,2.642,1,16.0347,1,68.049,4,33.53,1
2021-04-27T12:54:18Z,2.555,1,16.025,1,68.049,4,33.53,1
2021-04-27T12:58:18Z,2.529,1,16.0518,1,68.049,4,33.5304,1
2021-04-27T13:02:18Z,2.616,1,16.0634,1,68.049,4,33.531,1
2021-04-27T13:06:18Z,2.559,1,16.08,1,68.049,4,33.5267,1
2021-04-27T13:10:18Z,2.739,1,16.0784,1,68.049,4,33.5305,1
2021-04-27T13:14:18Z,2.696,1,15.9678,1,68.049,4,33.5286,1
2021-04-27T13:18:18Z,2.71,1,15.949,1,68.049,4,33.5285,1
2021-04-27T13:22:18Z,2.792,1,15.9493,1,68.049,4,33.5252,1
2021-04-27T13:26:18Z,2.807,1,15.9131,1,68.049,4,33.5279,1
2021-04-27T13:30:18Z,2.803,1,15.9345,1,68.049,4,33.528,1
2021-04-27T13:34:18Z,2.943,1,15.9427,1,68.049,4,33.5277,1
2021-04-27T13:38:18Z,2.93,1,15.8948,1,68.049,4,33.5288,1
2021-04-27T13:42:18Z,2.908,1,15.7722,1,68.049,4,33.5326,1
2021-04-27T13:46:18Z,2.929,1,15.9808,1,68.049,4,33.5324,1
2021-04-27T13:50:18Z,2.99,1,15.8257,1,68.049,4,33.536,1
2021-04-27T13:54:18Z,2.892,1,15.8687,1,68.049,4,33.5246,1
2021-04-27T13:58:18Z,2.947,1,15.7765,1,68.049,4,33.5279,1
2021-04-27T14:02:18Z,2.95,1,15.7646,1,68.049,4,33.5309,1
2021-04-27T14:06:18Z,3.001,1,15.8829,1,68.049,4,33.5301,1
2021-04-27T14:10:18Z,3.102,1,15.9373,1,68.049,4,33.5254,1
2021-04-27T14:14:18Z,3.083,1,15.9796,1,68.049,4,33.5259,1
2021-04-27T14:18:18Z,3.157,1,15.9247,1,68.049,4,33.5267,1
2021-04-27T14:22:18Z,3.1,1,15.9595,1,68.049,4,33.5295,1
2021-04-27T14:26:18Z,3.198,1,15.4391,1,68.049,4,33.5303,1
2021-04-27T14:30:18Z,3.186,1,14.9409,1,68.049,4,33.5283,1
2021-04-27T14:34:18Z,3.302,1,15.5355,1,68.049,4,33.5503,1
2021-04-27T14:38:18Z,3.328,1,15.4074,1,68.049,4,33.518,1
2021-04-27T14:42:18Z,3.372,1,15.2361,1,68.049,4,33.5339,1
2021-04-27T14:46:18Z,3.294,1,14.9699,1,68.049,4,33.5808,1
2021-04-27T14:50:18Z,3.315,1,15.7097,1,68.049,4,33.5586,1
2021-04-27T14:54:18Z,3.347,1,15.1588,1,68.049,4,33.549,1
2021-04-27T14:58:18Z,3.462,1,14.4111,1,68.049,4,33.5684,1
2021-04-27T15:02:18Z,3.522,1,14.5221,1,68.049,4,33.5584,1
2021-04-27T15:06:18Z,3.482,1,14.861,1,68.049,4,33.5196,1
2021-04-27T15:10:18Z,3.524,1,14.2736,1,68.049,4,33.5373,1
2021-04-27T15:14:18Z,3.583,1,14.9881,1,68.049,4,33.5406,1
2021-04-27T15:18:18Z,3.647,1,15.1699,1,68.049,4,33.5552,1
2021-04-27T15:22:18Z,3.658,1,14.898,1,68.049,4,33.5376,1
2021-04-27T15:26:18Z,3.569,1,14.772,1,68.049,4,33.5547,1
2021-04-27T15:30:18Z,3.553,1,15.4563,1,68.049,4,33.5484,1
2021-04-27T15:34:18Z,3.712,1,15.3497,1,68.049,4,33.5376,1
2021-04-27T15:38:18Z,3.693,1,14.7661,1,68.049,4,33.5834,1
2021-04-27T15:42:18Z,3.626,1,15.5206,1,68.049,4,33.5414,1
2021-04-27T15:46:18Z,3.723,1,15.3717,1,68.049,4,33.472,1
2021-04-27T15:50:18Z,3.69,1,15.4978,1,68.049,4,33.5465,1
2021-04-27T15:54:18Z,3.732,1,15.2993,1,68.049,4,33.5526,1
2021-04-27T15:58:18Z,3.728,1,14.7773,1,68.049,4,33.5414,1
2021-04-27T16:02:18Z,3.79,1,15.0097,1,68.049,4,33.5313,1
2021-04-27T16:06:18Z,3.882,1,13.7533,1,68.049,4,33.5362,1
2021-04-27T16:10:18Z,3.792,1,13.2684,1,68.049,4,33.5499,1
2021-04-27T16:14:18Z,3.782,1,13.6077,1,68.049,4,33.5605,1
2021-04-27T16:18:18Z,3.848,1,13.5883,1,68.049,4,33.5427,1
2021-04-27T16:22:18Z,3.899,1,13.5515,1,68.049,4,33.5679,1
2021-04-27T16:26:18Z,3.79,1,13.7397,1,68.049,4,33.5664,1
2021-04-27T16:30:18Z,3.908,1,14.2819,1,68.049,4,33.5541,1
2021-04-27T16:34:18Z,3.878,1,14.051,1,68.049,4,33.5344,1
2021-04-27T16:38:18Z,3.857,1,14.1827,1,68.049,4,33.5573,1
2021-04-27T16:42:18Z,3.87,1,14.0555,1,68.049,4,33.5306,1
2021-04-27T16:46:18Z,3.884,1,14.0001,1,68.049,4,33.5571,1
2021-04-27T16:50:18Z,3.886,1,13.2905,1,68.049,4,33.5823,1
2021-04-27T16:54:18Z,3.956,1,13.0775,1,68.049,4,33.5796,1
2021-04-27T16:58:18Z,3.893,1,12.8775,1,68.049,4,33.575,1
2021-04-27T17:02:18Z,3.883,1,12.811,1,68.049,4,33.5678,1
2021-04-27T17:06:18Z,3.894,1,12.8569,1,68.049,4,33.5755,1
2021-04-27T17:10:18Z,3.93,1,12.5994,1,68.049,4,33.5747,1
2021-04-27T17:14:18Z,3.839,1,12.5619,1,68.049,4,33.5758,1
2021-04-27T17:18:18Z,3.96,1,12.4532,1,68.049,4,33.5751,1
2021-04-27T17:22:18Z,3.927,1,12.4516,1,68.049,4,33.5741,1
2021-04-27T17:26:18Z,3.914,1,12.4376,1,68.049,4,33.5706,1
2021-04-27T17:30:18Z,3.902,1,12.5571,1,68.049,4,33.5704,1
2021-04-27T17:34:18Z,3.782,1,13.1427,1,68.049,4,33.5895,1
2021-04-27T17:38:18Z,3.892,1,12.8018,1,68.049,4,33.5576,1
2021-04-27T17:42:18Z,3.896,1,12.8857,1,68.049,4,33.5478,1
2021-04-27T17:46:18Z,3.861,1,13.2207,1,68.049,4,33.5616,1
2021-04-27T17:50:18Z,3.903,1,12.799,1,68.049,4,33.5646,1
2021-04-27T17:54:18Z,3.792,1,12.8232,1,68.049,4,33.5692,1
2021-04-27T17:58:18Z,3.915,1,12.5001,1,68.049,4,33.568,1
2021-04-27T18:02:18Z,3.853,1,12.8869,1,68.049,4,33.5513,1
2021-04-27T18:06:18Z,3.831,1,12.5999,1,68.049,4,33.5724,1
2021-04-27T18:10:18Z,3.823,1,12.403,1,68.049,4,33.5678,1
2021-04-27T18:14:18Z,3.793,1,12.4508,1,68.049,4,33.5435,1
2021-04-27T18:18:18Z,3.784,1,12.2624,1,68.049,4,33.5606,1
2021-04-27T18:22:18Z,3.867,1,12.2038,1,68.049,4,33.5597,1
2021-04-27T18:26:18Z,3.726,1,12.0711,1,68.049,4,33.5662,1
2021-04-27T18:30:18Z,3.705,1,12.1011,1,68.049,4,33.5603,1
2021-04-27T18:34:18Z,3.676,1,11.9772,1,68.049,4,33.5737,1
2021-04-27T18:38:18Z,3.618,1,12.0495,1,68.049,4,33.568,1
2021-04-27T18:42:18Z,3.609,1,12.1811,1,68.049,4,33.5887,1
2021-04-27T18:46:18Z,3.644,1,12.0815,1,68.049,4,33.5689,1
2021-04-27T18:50:18Z,3.649,1,12.0639,1,68.049,4,33.5632,1
2021-04-27T18:54:18Z,3.53,1,12.486,1,68.049,4,33.6037,1
2021-04-27T18:58:18Z,3.528,1,12.4792,1,68.049,4,33.5842,1
2021-04-27T19:02:18Z,3.745,1,12.1702,1,68.049,4,33.5518,1
2021-04-27T19:06:18Z,3.554,1,11.9006,1,68.049,4,33.5754,1
2021-04-27T19:10:18Z,3.631,1,12.1529,1,68.049,4,33.5319,1
2021-04-27T19:14:18Z,3.563,1,12.0333,1,68.049,4,33.5737,1
2021-04-27T19:18:18Z,3.539,1,11.7707,1,68.049,4,33.583,1
2021-04-27T19:22:18Z,3.599,1,11.9847,1,68.049,4,33.5696,1
2021-04-27T19:26:18Z,3.384,1,11.8728,1,68.049,4,33.5947,1
2021-04-27T19:30:18Z,3.474,1,11.7697,1,68.049,4,33.5728,1
2021-04-27T19:34:18Z,3.386,1,11.8592,1,68.049,4,33.5836,1
2021-04-27T19:38:18Z,3.499,1,11.9749,1,68.049,4,33.5562,1
2021-04-27T19:42:18Z,3.367,1,11.7161,1,68.049,4,33.583,1
2021-04-27T19:46:18Z,3.339,1,11.6802,1,68.049,4,33.5981,1
2021-04-27T19:50:18Z,3.334,1,11.8671,1,68.049,4,33.5852,1
2021-04-27T19:54:18Z,3.206,1,11.8107,1,68.049,4,33.5645,1
2021-04-27T19:58:18Z,3.244,1,12.2996,1,68.049,4,33.573,1
2021-04-27T20:02:18Z,3.231,1,11.9595,1,68.049,4,33.5877,1
2021-04-27T20:06:18Z,3.211,1,12.0073,1,68.049,4,33.5692,1
2021-04-27T20:10:18Z,3.172,1,12.9059,1,68.049,4,33.6033,1
2021-04-27T20:14:18Z,3.144,1,12.4203,1,68.049,4,33.5697,1
2021-04-27T20:18:18Z,2.986,1,11.9585,1,68.049,4,33.6364,1
2021-04-27T20:22:18Z,3.154,1,11.6296,1,68.049,4,33.5967,1
2021-04-27T20:26:18Z,3.209,1,11.5046,1,68.049,4,33.5998,1
2021-04-27T20:30:18Z,3.044,1,11.8295,1,68.049,4,33.6115,1
2021-04-27T20:34:18Z,2.991,1,11.8315,1,68.049,4,33.5921,1
2021-04-27T20:38:18Z,3.095,1,11.7663,1,68.049,4,33.5991,1
2021-04-27T20:42:18Z,3.104,1,12.0062,1,68.049,4,33.5951,1
2021-04-27T20:46:18Z,3.128,1,12.7962,1,68.049,4,33.581,1
2021-04-27T20:50:18Z,3.045,1,13.5499,1,68.049,4,33.5816,1
2021-04-27T20:54:18Z,3.036,1,13.5091,1,68.049,4,33.5842,1
2021-04-27T20:58:18Z,2.879,1,15.2779,1,68.049,4,33.5631,1
2021-04-27T21:02:18Z,2.964,1,15.7207,1,68.049,4,33.5159,1
2021-04-27T21:06:18Z,3.049,1,16.1934,1,68.049,4,33.5475,1
2021-04-27T21:10:18Z,2.95,1,16.6823,1,68.049,4,33.5476,1
2021-04-27T21:14:18Z,2.917,1,16.6899,1,68.049,4,33.5462,1
2021-04-27T21:18:18Z,2.957,1,16.3083,1,68.049,4,33.5461,1
2021-04-27T21:22:18Z,2.92,1,15.9992,1,68.049,4,33.5549,1
2021-04-27T21:26:18Z,2.754,1,15.8615,1,68.049,4,33.5546,1
2021-04-27T21:30:18Z,2.779,1,15.8717,1,68.049,4,33.5546,1
2021-04-27T21:34:18Z,2.806,1,16.0342,1,68.049,4,33.5548,1
2021-04-27T21:38:18Z,2.861,1,15.9077,1,68.049,4,33.554,1
2021-04-27T21:42:18Z,2.858,1,15.9768,1,68.049,4,33.5534,1
2021-04-27T21:46:18Z,2.844,1,15.6976,1,68.049,4,33.5554,1
2021-04-27T21:50:18Z,2.843,1,15.5714,1,68.049,4,33.5602,1
2021-04-27T21:54:18Z,2.806,1,16.0887,1,68.049,4,33.5543,1
2021-04-27T21:58:18Z,2.626,1,16.2282,1,68.049,4,33.5529,1
2021-04-27T22:02:18Z,2.876,1,16.7745,1,68.049,4,33.5473,1
2021-04-27T22:06:18Z,2.608,1,16.7469,1,68.049,4,33.5486,1
2021-04-27T22:10:18Z,2.747,1,16.7178,1,68.049,4,33.5479,1
2021-04-27T22:14:18Z,2.781,1,16.682,1,68.049,4,33.5488,1
2021-04-27T22:18:18Z,2.728,1,16.6676,1,68.049,4,33.5478,1
2021-04-27T22:22:18Z,2.837,1,16.6804,1,68.049,4,33.5232,1
2021-04-27T22:26:18Z,2.89,1,16.6723,1,68.049,4,33.554,1
2021-04-27T22:30:18Z,2.789,1,16.6814,1,68.049,4,33.553,1
2021-04-27T22:34:18Z,2.733,1,16.662,1,68.049,4,33.5512,1
2021-04-27T22:38:18Z,2.919,1,16.6391,1,68.049,4,33.5504,1
2021-04-27T22:42:18Z,2.894,1,16.614,1,68.049,4,33.551,1
2021-04-27T22:46:18Z,2.712,1,16.5905,1,68.049,4,33.55,1
2021-04-27T22:50:18Z,2.713,1,16.5929,1,68.049,4,33.5541,1
2021-04-27T22:54:18Z,2.697,1,16.6502,1,68.049,4,33.554,1
2021-04-27T22:58:18Z,2.76,1,16.7522,1,68.049,4,33.5546,1
2021-04-27T23:02:18Z,2.621,1,16.7972,1,68.049,4,33.5573,1
2021-04-27T23:06:18Z,2.896,1,16.8204,1,68.049,4,33.5525,1
2021-04-27T23:10:18Z,2.748,1,16.8463,1,68.049,4,33.5547,1
2021-04-27T23:14:18Z,2.802,1,16.8598,1,68.049,4,33.5559,1
2021-04-27T23:18:18Z,2.859,1,16.86,1,68.049,4,33.5588,1
2021-04-27T23:22:18Z,2.813,1,16.8584,1,68.049,4,33.5579,1
2021-04-27T23:26:18Z,2.732,1,16.8744,1,68.049,4,33.5594,1
2021-04-27T23:30:18Z,2.804,1,16.9254,1,68.049,4,33.556,1
2021-04-27T23:34:18Z,2.898,1,16.9284,1,68.049,4,33.5578,1
2021-04-27T23:38:18Z,2.999,1,16.9501,1,68.049,4,33.5579,1
2021-04-27T23:42:18Z,2.972,1,16.9148,1,68.049,4,33.5527,1
2021-04-27T23:46:18Z,2.809,1,16.7613,1,68.049,4,33.5517,1
2021-04-27T23:50:18Z,2.889,1,16.7168,1,68.049,4,33.5518,1
2021-04-27T23:54:18Z,2.902,1,16.7847,1,68.049,4,33.5577,1
2021-04-27T23:58:18Z,2.999,1,17.0079,1,68.049,4,33.5502,1
2021-04-28T00:02:18Z,3.089,1,16.9915,1,68.049,4,33.55,1
2021-04-28T00:06:18Z,3.049,1,16.925,1,68.049,4,33.5489,1
2021-04-28T00:10:18Z,2.95,1,17.1137,1,68.049,4,33.5485,1
2021-04-28T00:14:18Z,2.984,1,17.0411,1,68.049,4,33.5531,1
2021-04-28T00:18:18Z,3.027,1,17.0718,1,68.049,4,33.5423,1
2021-04-28T00:22:18Z,2.927,1,17.0784,1,68.049,4,33.5444,1
2021-04-28T00:26:18Z,2.896,1,17.139,1,68.049,4,33.5492,1
2021-04-28T00:30:18Z,3.04,1,17.0469,1,68.049,4,33.5455,1
2021-04-28T00:34:18Z,3.185,1,16.9038,1,68.049,4,33.5472,1
2021-04-28T00:38:18Z,3.201,1,16.9925,1,68.049,4,33.5483,1
2021-04-28T00:42:18Z,3.156,1,16.9823,1,68.049,4,33.5468,1
2021-04-28T00:46:18Z,3.222,1,17.074,1,68.049,4,33.5453,1
2021-04-28T00:50:18Z,3.054,1,17.035,1,68.049,4,33.5539,1
2021-04-28T00:54:18Z,2.988,1,17.1098,1,68.049,4,33.5471,1
2021-04-28T00:58:18Z,3.276,1,17.0894,1,68.049,4,33.5509,1
2021-04-28T01:02:18Z,3.223,1,17.0911,1,68.049,4,33.5497,1
2021-04-28T01:06:18Z,3.315,1,17.089,1,68.049,4,33.548,1
2021-04-28T01:10:18Z,3.301,1,17.1074,1,68.049,4,33.5447,1
2021-04-28T01:14:18Z,3.398,1,17.0999,1,68.049,4,33.5465,1
2021-04-28T01:18:18Z,3.394,1,16.7493,1,68.049,4,33.5501,1
2021-04-28T01:22:18Z,3.314,1,15.3716,1,68.049,4,33.5616,1
2021-04-28T01:26:18Z,3.462,1,15.0626,1,68.049,4,33.5453,1
2021-04-28T01:30:18Z,3.341,1,15.1709,1,68.049,4,33.5746,1
2021-04-28T01:34:18Z,3.481,1,15.6151,1,68.049,4,33.5553,1
2021-04-28T01:38:18Z,3.537,1,15.3719,1,68.049,4,33.5447,1
2021-04-28T01:42:18Z,3.377,1,15.7267,1,68.049,4,33.5669,1
2021-04-28T01:46:18Z,3.595,1,16.0313,1,68.049,4,33.5674,1
2021-04-28T01:50:18Z,3.571,1,15.605,1,68.049,4,33.5457,1
2021-04-28T01:54:18Z,3.652,1,15.8041,1,68.049,4,33.547,1
2021-04-28T01:58:18Z,3.747,1,15.6861,1,68.049,4,33.5594,1
2021-04-28T02:02:18Z,3.747,1,15.202,1,68.049,4,33.5578,1
2021-04-28T02:06:18Z,3.758,1,15.1727,1,68.049,4,33.5637,1
2021-04-28T02:10:18Z,3.959,1,14.7129,1,68.049,4,33.566,1
2021-04-28T02:14:18Z,3.866,1,14.9994,1,68.049,4,33.5576,1
2021-04-28T02:18:18Z,3.718,1,15.0601,1,68.049,4,33.5583,1
2021-04-28T02:22:18Z,3.851,1,15.2925,1,68.049,4,33.5786,1
2021-04-28T02:26:18Z,3.981,1,15.9626,1,68.049,4,33.5593,1
2021-04-28T02:30:18Z,3.869,1,15.7347,1,68.049,4,33.5472,1
2021-04-28T02:34:18Z,3.913,1,16.3421,1,68.049,4,33.5653,1
2021-04-28T02:38:18Z,3.89,1,16.4107,1,68.049,4,33.553,1
2021-04-28T02:42:18Z,3.861,1,16.1951,1,68.049,4,33.5694,1
2021-04-28T02:46:18Z,4.021,1,16.4548,1,68.049,4,33.556,1
2021-04-28T02:50:18Z,4.113,1,15.9869,1,68.049,4,33.573,1
2021-04-28T02:54:18Z,3.936,1,15.9939,1,68.049,4,33.5574,1
2021-04-28T02:58:18Z,4.137,1,16.2023,1,68.049,4,33.5357,1
2021-04-28T03:02:18Z,4.121,1,15.8888,1,68.049,4,33.5651,1
2021-04-28T03:06:18Z,4.233,1,15.9157,1,68.049,4,33.5412,1
2021-04-28T03:10:18Z,4.071,1,15.7229,1,68.049,4,33.5385,1
2021-04-28T03:14:18Z,4.334,1,15.6572,1,68.049,4,33.5362,1
2021-04-28T03:18:18Z,4.243,1,16.0838,1,68.049,4,33.5614,1
2021-04-28T03:22:18Z,4.326,1,16.4012,1,68.049,4,33.5497,1
2021-04-28T03:26:18Z,4.195,1,16.0844,1,68.049,4,33.5602,1
2021-04-28T03:30:18Z,4.384,1,16.4926,1,68.049,4,33.5562,1
2021-04-28T03:34:18Z,4.232,1,16.4217,1,68.049,4,33.5563,1
