UTC,Time,IMU A1,IMU A2,IMU A3,IMU G1,IMU G2,IMU G3,IMU M1,IMU M2,IMU M3,Latitude,Longitude
2020-08-22T15:48:04.4150+00:00,379106,127,498,13,22,10,4,-11,21,273,N/A,N/A
2020-08-22T15:48:04.6150+00:00,379306,112,499,4,14,11,13,-3,21,261,N/A,N/A
2020-08-22T15:48:04.8150+00:00,379506,124,493,-5,33,3,32,-5,25,273,N/A,N/A
2020-08-22T15:48:05.0140+00:00,379705,144,488,-7,33,4,32,-16,18,260,N/A,N/A
2020-08-22T15:48:05.2150+00:00,379906,126,472,-14,21,9,2,-1,35,263,N/A,N/A
2020-08-22T15:48:05.4140+00:00,380105,116,485,-29,-2,14,10,5,27,263,N/A,N/A
2020-08-22T15:48:05.6140+00:00,380305,140,486,-18,-49,31,15,-8,18,256,N/A,N/A
2020-08-22T15:48:05.8150+00:00,380506,121,502,12,-101,46,-4,-12,8,254,N/A,N/A
2020-08-22T15:48:06.0150+00:00,380706,127,472,36,-97,91,-1,-4,6,238,N/A,N/A
2020-08-22T15:48:06.2140+00:00,380905,18,497,71,68,-6,34,-11,9,233,N/A,N/A
2020-08-22T15:48:06.4150+00:00,381106,140,495,62,124,-19,43,-7,1,243,N/A,N/A
2020-08-22T15:48:06.6150+00:00,381306,8,492,15,140,-48,22,-2,26,256,N/A,N/A
2020-08-22T15:48:06.8650+00:00,381556,102,502,-28,39,9,23,0,24,262,N/A,N/A
2020-08-22T15:48:07.0650+00:00,381756,172,468,-10,28,4,26,-4,28,262,N/A,N/A
2020-08-22T15:48:07.1520+00:00,381843,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285485,-11725942
2020-08-22T15:48:07.2650+00:00,381956,71,500,-51,9,14,11,-1,29,271,N/A,N/A
2020-08-22T15:48:07.4650+00:00,382156,144,480,-17,4,16,8,-12,28,266,N/A,N/A
2020-08-22T15:48:07.6640+00:00,382355,113,500,-15,20,8,23,-13,29,269,N/A,N/A
2020-08-22T15:48:07.8650+00:00,382556,103,544,-76,72,-15,35,-14,20,268,N/A,N/A
2020-08-22T15:48:08.0650+00:00,382756,169,522,-112,143,-27,27,-1,21,277,N/A,N/A
2020-08-22T15:48:08.2650+00:00,382956,138,471,-78,93,-75,36,-1,37,289,N/A,N/A
2020-08-22T15:48:08.4650+00:00,383156,150,472,-136,13,8,34,-11,33,297,N/A,N/A
2020-08-22T15:48:08.6640+00:00,383355,153,482,-98,-86,48,-3,-3,45,279,N/A,N/A
2020-08-22T15:48:08.8650+00:00,383556,114,488,-45,-39,38,-17,-9,31,287,N/A,N/A
2020-08-22T15:48:09.0650+00:00,383756,103,487,12,36,7,32,16,32,278,N/A,N/A
2020-08-22T15:48:09.2650+00:00,383956,120,490,70,79,-13,36,-9,41,279,N/A,N/A
2020-08-22T15:48:09.4650+00:00,384156,116,478,-90,31,3,5,-6,36,294,N/A,N/A
2020-08-22T15:48:09.7150+00:00,384406,129,490,-73,-39,30,14,-1,45,279,N/A,N/A
2020-08-22T15:48:09.9150+00:00,384606,134,491,-38,1,17,30,-13,39,277,N/A,N/A
2020-08-22T15:48:10.1150+00:00,384806,133,492,-53,60,-4,11,-9,37,295,N/A,N/A
2020-08-22T15:48:10.3150+00:00,385006,128,490,-84,38,2,8,1,43,289,N/A,N/A
2020-08-22T15:48:10.5150+00:00,385206,141,497,-105,-23,28,24,7,39,295,N/A,N/A
2020-08-22T15:48:10.7150+00:00,385406,140,496,-44,-6,19,20,-8,38,288,N/A,N/A
2020-08-22T15:48:10.9150+00:00,385606,133,492,-38,41,1,4,-2,42,288,N/A,N/A
2020-08-22T15:48:11.1140+00:00,385805,125,492,-72,39,1,22,1,35,283,N/A,N/A
2020-08-22T15:48:11.3150+00:00,386006,138,488,-78,-3,18,27,-8,36,284,N/A,N/A
2020-08-22T15:48:11.5150+00:00,386206,136,489,-61,-4,17,5,0,30,286,N/A,N/A
2020-08-22T15:48:11.7150+00:00,386406,126,490,-59,29,5,13,-8,40,276,N/A,N/A
2020-08-22T15:48:11.9150+00:00,386606,131,490,-73,34,5,31,-4,30,292,N/A,N/A
2020-08-22T15:48:12.1140+00:00,386805,138,488,-77,6,14,16,-8,32,286,N/A,N/A
2020-08-22T15:48:12.1610+00:00,386852,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285485,-11725942
2020-08-22T15:48:12.3140+00:00,387005,130,490,-61,0,16,5,-14,40,280,N/A,N/A
2020-08-22T15:48:12.5150+00:00,387206,126,489,-58,23,8,22,-3,47,281,N/A,N/A
2020-08-22T15:48:12.7150+00:00,387406,134,488,-70,32,5,25,-4,40,286,N/A,N/A
2020-08-22T15:48:12.9150+00:00,387606,136,488,-78,9,13,10,-5,39,295,N/A,N/A
2020-08-22T15:48:13.1150+00:00,387806,131,490,-63,-11,21,10,-7,29,281,N/A,N/A
2020-08-22T15:48:13.3140+00:00,388005,124,488,-41,1,14,20,-2,36,290,N/A,N/A
2020-08-22T15:48:13.5150+00:00,388206,127,492,-44,30,4,16,-11,41,273,N/A,N/A
2020-08-22T15:48:13.7150+00:00,388406,141,498,-45,38,3,17,-8,36,290,N/A,N/A
2020-08-22T15:48:13.9150+00:00,388606,131,492,-66,2,15,21,-1,43,291,N/A,N/A
2020-08-22T15:48:14.1150+00:00,388806,134,491,-57,-7,19,14,-7,35,285,N/A,N/A
2020-08-22T15:48:14.3150+00:00,389006,130,491,-46,21,8,12,-8,28,282,N/A,N/A
2020-08-22T15:48:14.5150+00:00,389206,129,491,-62,41,0,20,-7,37,291,N/A,N/A
2020-08-22T15:48:14.7150+00:00,389406,133,489,-75,11,12,22,-5,29,283,N/A,N/A
2020-08-22T15:48:14.9150+00:00,389606,133,490,-59,-5,18,13,-8,34,294,N/A,N/A
2020-08-22T15:48:15.1150+00:00,389806,129,490,-52,18,10,12,-12,38,284,N/A,N/A
2020-08-22T15:48:15.3150+00:00,390006,130,490,-63,33,4,22,-8,36,288,N/A,N/A
2020-08-22T15:48:15.5150+00:00,390206,135,490,-70,13,11,19,-8,38,282,N/A,N/A
2020-08-22T15:48:15.7150+00:00,390406,132,490,-61,1,15,12,-11,35,281,N/A,N/A
2020-08-22T15:48:15.9140+00:00,390605,129,491,-54,19,9,17,-10,32,290,N/A,N/A
2020-08-22T15:48:16.1150+00:00,390806,132,491,-63,29,5,22,-14,38,292,N/A,N/A
2020-08-22T15:48:16.3150+00:00,391006,133,490,-69,12,12,15,6,40,286,N/A,N/A
2020-08-22T15:48:16.5140+00:00,391205,130,489,-62,6,14,14,-10,34,282,N/A,N/A
2020-08-22T15:48:16.7150+00:00,391406,132,490,-60,21,9,19,-12,34,292,N/A,N/A
2020-08-22T15:48:16.9140+00:00,391605,139,490,-82,34,6,18,-3,33,285,N/A,N/A
2020-08-22T15:48:17.1140+00:00,391805,135,492,-81,30,7,18,2,36,290,N/A,N/A
2020-08-22T15:48:17.1610+00:00,391852,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285485,-11725942
2020-08-22T15:48:17.3150+00:00,392006,136,491,-70,2,16,17,4,24,278,N/A,N/A
2020-08-22T15:48:17.5140+00:00,392205,132,491,-55,5,15,15,-12,40,294,N/A,N/A
2020-08-22T15:48:17.7150+00:00,392406,131,489,-56,28,7,14,-8,38,280,N/A,N/A
2020-08-22T15:48:17.9150+00:00,392606,130,490,-67,25,7,19,-10,36,284,N/A,N/A
2020-08-22T15:48:18.1150+00:00,392806,132,488,-69,5,15,18,-12,40,288,N/A,N/A
2020-08-22T15:48:18.3150+00:00,393006,131,489,-61,6,14,14,-3,39,287,N/A,N/A
2020-08-22T15:48:18.5140+00:00,393205,130,490,-63,27,6,16,-7,41,287,N/A,N/A
2020-08-22T15:48:18.7150+00:00,393406,131,489,-72,23,7,20,-8,32,288,N/A,N/A
2020-08-22T15:48:18.9150+00:00,393606,134,488,-70,6,14,17,-16,40,284,N/A,N/A
2020-08-22T15:48:19.1140+00:00,393805,131,489,-62,8,12,14,4,40,288,N/A,N/A
2020-08-22T15:48:19.3150+00:00,394006,130,490,-63,23,7,19,0,32,282,N/A,N/A
2020-08-22T15:48:19.5150+00:00,394206,131,490,-73,23,8,17,2,30,288,N/A,N/A
2020-08-22T15:48:19.7150+00:00,394406,138,500,-42,10,16,19,-8,36,298,N/A,N/A
2020-08-22T15:48:19.9150+00:00,394606,124,492,-15,23,9,20,-2,36,286,N/A,N/A
2020-08-22T15:48:20.1140+00:00,394805,122,498,-73,31,3,17,1,35,291,N/A,N/A
2020-08-22T15:48:20.3140+00:00,395005,158,494,-91,-2,16,13,-2,52,290,N/A,N/A
2020-08-22T15:48:20.5150+00:00,395206,100,535,-39,-14,28,9,-10,36,296,N/A,N/A
2020-08-22T15:48:20.7150+00:00,395406,136,512,-27,39,2,27,-6,28,296,N/A,N/A
2020-08-22T15:48:20.9150+00:00,395606,162,493,-55,46,-2,16,-9,37,289,N/A,N/A
2020-08-22T15:48:21.1150+00:00,395806,143,490,-52,-6,17,14,-6,32,298,N/A,N/A
2020-08-22T15:48:21.3140+00:00,396005,125,483,-42,-9,18,19,-8,30,284,N/A,N/A
2020-08-22T15:48:21.5150+00:00,396206,120,508,-59,31,4,17,-9,29,291,N/A,N/A
2020-08-22T15:48:21.7150+00:00,396406,121,494,-73,33,4,19,-7,29,289,N/A,N/A
2020-08-22T15:48:21.9150+00:00,396606,132,488,-73,4,16,17,-5,35,277,N/A,N/A
2020-08-22T15:48:22.1150+00:00,396806,145,481,-97,4,12,13,-8,32,286,N/A,N/A
2020-08-22T15:48:22.1650+00:00,396856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285485,-11725942
2020-08-22T15:48:22.3140+00:00,397005,120,508,-118,22,13,22,-6,32,290,N/A,N/A
2020-08-22T15:48:22.5150+00:00,397206,151,485,-77,25,8,15,-11,39,291,N/A,N/A
2020-08-22T15:48:22.7150+00:00,397406,129,496,-65,9,14,19,-12,34,290,N/A,N/A
2020-08-22T15:48:22.9150+00:00,397606,144,484,-55,2,17,16,1,31,291,N/A,N/A
2020-08-22T15:48:23.1150+00:00,397806,121,494,-42,28,7,19,-4,32,288,N/A,N/A
2020-08-22T15:48:23.3140+00:00,398005,72,468,-106,44,-5,38,-8,32,296,N/A,N/A
2020-08-22T15:48:23.5140+00:00,398205,141,438,-65,3,15,13,-11,37,281,N/A,N/A
2020-08-22T15:48:23.7150+00:00,398406,239,478,-95,23,4,-8,-10,44,286,N/A,N/A
2020-08-22T15:48:23.9140+00:00,398605,238,632,-125,8,18,36,-10,38,288,N/A,N/A
2020-08-22T15:48:24.1150+00:00,398806,171,407,-5,31,3,8,-4,38,298,N/A,N/A
2020-08-22T15:48:24.3640+00:00,399055,90,568,42,-1,19,17,-5,31,287,N/A,N/A
2020-08-22T15:48:24.5650+00:00,399256,145,482,9,36,-1,26,-10,40,288,N/A,N/A
2020-08-22T15:48:24.7640+00:00,399455,132,491,-76,33,1,18,-7,35,289,N/A,N/A
2020-08-22T15:48:24.9640+00:00,399655,147,468,-94,-2,12,14,4,36,294,N/A,N/A
2020-08-22T15:48:25.1640+00:00,399855,131,488,-58,3,15,13,3,37,289,N/A,N/A
2020-08-22T15:48:25.3640+00:00,400055,130,491,-70,24,7,18,-7,47,287,N/A,N/A
2020-08-22T15:48:25.5650+00:00,400256,138,489,-84,26,6,18,-6,32,286,N/A,N/A
2020-08-22T15:48:25.7650+00:00,400456,135,489,-81,8,13,17,-15,37,285,N/A,N/A
2020-08-22T15:48:25.9640+00:00,400655,135,486,-64,5,15,16,-13,25,289,N/A,N/A
2020-08-22T15:48:26.1650+00:00,400856,132,489,-74,25,8,18,-4,34,288,N/A,N/A
2020-08-22T15:48:26.3650+00:00,401056,135,491,-75,25,8,20,-14,34,290,N/A,N/A
2020-08-22T15:48:26.5650+00:00,401256,135,489,-75,8,14,15,-2,40,274,N/A,N/A
2020-08-22T15:48:26.7650+00:00,401456,131,489,-69,7,14,15,-14,40,288,N/A,N/A
2020-08-22T15:48:26.9650+00:00,401656,132,489,-69,22,8,18,-7,31,285,N/A,N/A
2020-08-22T15:48:27.1650+00:00,401856,132,489,-73,22,7,18,-6,36,286,N/A,N/A
2020-08-22T15:48:27.1650+00:00,401856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285485,-11725942
2020-08-22T15:48:27.3650+00:00,402056,133,489,-78,9,13,16,-11,31,283,N/A,N/A
2020-08-22T15:48:27.5640+00:00,402255,132,489,-69,8,13,16,-4,36,292,N/A,N/A
2020-08-22T15:48:27.7650+00:00,402456,130,488,-69,23,8,18,-4,26,288,N/A,N/A
2020-08-22T15:48:27.9650+00:00,402656,127,498,-51,18,8,20,-11,49,293,N/A,N/A
2020-08-22T15:48:28.1640+00:00,402855,141,491,-67,5,15,15,1,29,299,N/A,N/A
2020-08-22T15:48:28.3650+00:00,403056,130,491,-68,13,12,16,-5,39,295,N/A,N/A
2020-08-22T15:48:28.5650+00:00,403256,133,490,-62,28,6,19,12,40,286,N/A,N/A
2020-08-22T15:48:28.7650+00:00,403456,131,492,-68,22,9,18,-15,35,289,N/A,N/A
2020-08-22T15:48:28.9650+00:00,403656,143,469,-38,0,19,12,-6,38,300,N/A,N/A
2020-08-22T15:48:29.1640+00:00,403855,87,473,-41,21,8,15,-3,39,291,N/A,N/A
2020-08-22T15:48:29.3650+00:00,404056,102,476,-47,32,3,20,-3,35,289,N/A,N/A
2020-08-22T15:48:29.5640+00:00,404255,137,488,-54,15,10,14,-7,43,291,N/A,N/A
2020-08-22T15:48:29.7640+00:00,404455,125,488,-56,2,15,15,-8,32,288,N/A,N/A
2020-08-22T15:48:29.9650+00:00,404656,126,486,-57,13,11,17,-4,38,288,N/A,N/A
2020-08-22T15:48:30.1640+00:00,404855,135,486,-61,28,5,17,-6,40,292,N/A,N/A
2020-08-22T15:48:30.3650+00:00,405056,195,517,-74,22,7,23,-5,37,283,N/A,N/A
2020-08-22T15:48:30.5650+00:00,405256,114,496,-94,0,16,14,5,39,295,N/A,N/A
2020-08-22T15:48:30.7640+00:00,405455,171,503,-54,11,12,17,-2,30,286,N/A,N/A
2020-08-22T15:48:30.9650+00:00,405656,190,490,9,25,8,16,-20,40,280,N/A,N/A
2020-08-22T15:48:31.1640+00:00,405855,74,492,-52,16,11,21,-1,43,281,N/A,N/A
2020-08-22T15:48:31.3640+00:00,406055,165,481,-98,-10,22,26,-7,29,287,N/A,N/A
2020-08-22T15:48:31.5650+00:00,406256,133,478,-49,4,59,15,5,33,285,N/A,N/A
2020-08-22T15:48:31.7650+00:00,406456,156,478,-28,96,48,50,-25,35,289,N/A,N/A
2020-08-22T15:48:31.9650+00:00,406656,264,470,-43,187,18,76,-13,49,307,N/A,N/A
2020-08-22T15:48:32.1650+00:00,406856,304,467,-153,328,-44,134,-23,63,317,N/A,N/A
2020-08-22T15:48:32.1650+00:00,406856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285485,-11725942
2020-08-22T15:48:32.3640+00:00,407055,146,422,-207,197,-244,60,-19,91,349,N/A,N/A
2020-08-22T15:48:32.6150+00:00,407306,193,416,-302,-127,88,-48,-10,90,352,N/A,N/A
2020-08-22T15:48:32.8650+00:00,407556,177,454,-176,-183,141,-43,-17,71,325,N/A,N/A
2020-08-22T15:48:33.0640+00:00,407755,120,460,-117,-115,130,-118,-22,56,304,N/A,N/A
2020-08-22T15:48:33.2640+00:00,407955,73,495,-41,-36,38,-26,-13,49,301,N/A,N/A
2020-08-22T15:48:33.4650+00:00,408156,129,503,-24,57,-6,83,-32,42,310,N/A,N/A
2020-08-22T15:48:33.6640+00:00,408355,144,476,-64,78,24,48,-26,62,318,N/A,N/A
2020-08-22T15:48:33.8650+00:00,408556,191,480,-105,70,58,13,-35,53,311,N/A,N/A
2020-08-22T15:48:34.0650+00:00,408756,191,451,-139,140,0,34,-30,62,314,N/A,N/A
2020-08-22T15:48:34.2650+00:00,408956,225,499,-235,32,-83,40,-27,75,331,N/A,N/A
2020-08-22T15:48:34.4650+00:00,409156,82,567,-193,-214,138,-127,-25,75,325,N/A,N/A
2020-08-22T15:48:34.7150+00:00,409406,1,469,-124,-179,135,-95,-26,38,310,N/A,N/A
2020-08-22T15:48:34.9150+00:00,409606,98,500,20,23,-21,180,-28,44,284,N/A,N/A
2020-08-22T15:48:35.1650+00:00,409856,246,452,-116,163,-45,106,-45,55,313,N/A,N/A
2020-08-22T15:48:35.4150+00:00,410106,172,448,-146,77,4,-53,-38,64,322,N/A,N/A
2020-08-22T15:48:35.6640+00:00,410355,156,474,-128,-47,44,15,-47,63,317,N/A,N/A
2020-08-22T15:48:35.8640+00:00,410555,119,456,-79,-33,16,18,-44,62,314,N/A,N/A
2020-08-22T15:48:36.0650+00:00,410756,147,495,-76,7,26,-31,-35,63,305,N/A,N/A
2020-08-22T15:48:36.2640+00:00,410955,153,478,-83,27,59,22,-45,47,309,N/A,N/A
2020-08-22T15:48:36.4640+00:00,411155,183,483,-88,77,57,58,-57,61,307,N/A,N/A
2020-08-22T15:48:36.6640+00:00,411355,150,471,-97,105,23,-6,-46,72,314,N/A,N/A
2020-08-22T15:48:36.8640+00:00,411555,138,491,-119,45,26,2,-40,60,326,N/A,N/A
2020-08-22T15:48:37.0650+00:00,411756,179,483,-123,-14,38,43,-48,72,320,N/A,N/A
2020-08-22T15:48:37.1690+00:00,411860,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285487,-11725944
2020-08-22T15:48:37.2650+00:00,411956,183,468,-99,2,51,7,-48,58,318,N/A,N/A
2020-08-22T15:48:37.4640+00:00,412155,123,491,3,54,54,-32,-50,60,316,N/A,N/A
2020-08-22T15:48:37.6640+00:00,412355,207,462,-144,150,-33,42,-49,79,327,N/A,N/A
2020-08-22T15:48:37.9140+00:00,412605,244,469,-233,-38,13,46,-55,83,317,N/A,N/A
2020-08-22T15:48:38.1640+00:00,412855,228,497,-100,-151,88,-80,-50,76,316,N/A,N/A
2020-08-22T15:48:38.3650+00:00,413056,151,459,-110,-48,62,-62,-54,58,312,N/A,N/A
2020-08-22T15:48:38.5650+00:00,413256,110,483,-52,86,22,63,-57,55,307,N/A,N/A
2020-08-22T15:48:38.7640+00:00,413455,176,490,-37,154,-17,84,-60,68,314,N/A,N/A
2020-08-22T15:48:38.9650+00:00,413656,182,501,-126,77,-26,-9,-67,79,321,N/A,N/A
2020-08-22T15:48:39.1640+00:00,413855,137,469,-125,-57,44,15,-54,68,332,N/A,N/A
2020-08-22T15:48:39.4150+00:00,414106,200,464,-133,-13,32,22,-57,63,313,N/A,N/A
2020-08-22T15:48:39.6140+00:00,414305,166,491,-113,56,-27,-1,-51,71,327,N/A,N/A
2020-08-22T15:48:39.8140+00:00,414505,151,498,-124,30,-13,31,-52,78,322,N/A,N/A
2020-08-22T15:48:40.0150+00:00,414706,101,486,-108,-39,46,15,-57,85,315,N/A,N/A
2020-08-22T15:48:40.2140+00:00,414905,97,474,-96,-32,72,-37,-60,70,318,N/A,N/A
2020-08-22T15:48:40.4150+00:00,415106,107,497,-84,54,40,2,-55,55,317,N/A,N/A
2020-08-22T15:48:40.6150+00:00,415306,131,474,-85,78,15,58,-49,69,311,N/A,N/A
2020-08-22T15:48:40.8150+00:00,415506,170,484,-171,96,-29,67,-68,78,326,N/A,N/A
2020-08-22T15:48:41.0150+00:00,415706,151,444,-183,56,-22,17,-55,89,331,N/A,N/A
2020-08-22T15:48:41.2140+00:00,415905,183,485,-148,-39,42,14,-66,84,330,N/A,N/A
2020-08-22T15:48:41.4140+00:00,416105,153,470,-102,-2,34,-8,-63,83,333,N/A,N/A
2020-08-22T15:48:41.6150+00:00,416306,125,474,-116,32,3,-18,-59,75,329,N/A,N/A
2020-08-22T15:48:41.8150+00:00,416506,123,472,-161,33,-9,59,-56,86,330,N/A,N/A
2020-08-22T15:48:42.0150+00:00,416706,141,476,-128,51,-35,29,-59,85,341,N/A,N/A
2020-08-22T15:48:42.1710+00:00,416862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285489,-11725948
2020-08-22T15:48:42.2140+00:00,416905,135,467,-143,-60,38,-9,-54,86,328,N/A,N/A
2020-08-22T15:48:42.4140+00:00,417105,140,476,-35,-73,83,6,-55,71,321,N/A,N/A
2020-08-22T15:48:42.6150+00:00,417306,133,475,-25,62,21,-12,-63,75,325,N/A,N/A
2020-08-22T15:48:42.8150+00:00,417506,146,479,-121,117,-10,46,-59,81,331,N/A,N/A
2020-08-22T15:48:43.0150+00:00,417706,185,455,-186,143,-35,115,-64,102,334,N/A,N/A
2020-08-22T15:48:43.2150+00:00,417906,152,456,-192,61,-40,38,-67,109,337,N/A,N/A
2020-08-22T15:48:43.4140+00:00,418105,153,457,-195,-129,65,-73,-68,92,340,N/A,N/A
2020-08-22T15:48:43.6640+00:00,418355,217,437,-197,-150,101,-35,-61,75,319,N/A,N/A
2020-08-22T15:48:43.8640+00:00,418555,90,505,-25,2,28,-5,-58,72,308,N/A,N/A
2020-08-22T15:48:44.0650+00:00,418756,143,478,-90,58,2,50,-63,67,319,N/A,N/A
2020-08-22T15:48:44.2650+00:00,418956,165,463,-130,65,-22,49,-68,78,314,N/A,N/A
2020-08-22T15:48:44.4640+00:00,419155,153,470,-135,58,-54,32,-65,81,313,N/A,N/A
2020-08-22T15:48:44.6650+00:00,419356,169,469,-114,-30,10,39,-56,76,334,N/A,N/A
2020-08-22T15:48:44.8650+00:00,419556,161,470,-88,-27,41,-14,-58,84,314,N/A,N/A
2020-08-22T15:48:45.0650+00:00,419756,84,483,-46,34,33,-40,-60,68,308,N/A,N/A
2020-08-22T15:48:45.2650+00:00,419956,125,479,-94,90,7,65,-66,74,324,N/A,N/A
2020-08-22T15:48:45.4650+00:00,420156,164,461,-128,82,-7,98,-67,89,327,N/A,N/A
2020-08-22T15:48:45.6640+00:00,420355,186,452,-141,41,-23,36,-72,86,326,N/A,N/A
2020-08-22T15:48:45.8650+00:00,420556,188,455,-163,-82,17,-14,-74,88,330,N/A,N/A
2020-08-22T15:48:46.0650+00:00,420756,164,478,-118,-164,42,-6,-61,65,323,N/A,N/A
2020-08-22T15:48:46.2650+00:00,420956,167,467,-62,-192,62,-6,-63,53,291,N/A,N/A
2020-08-22T15:48:46.4640+00:00,421155,165,484,13,-130,99,-25,-61,49,283,N/A,N/A
2020-08-22T15:48:46.6640+00:00,421355,94,518,28,-16,-3,-14,-68,28,288,N/A,N/A
2020-08-22T15:48:46.8650+00:00,421556,54,489,77,77,-46,54,-61,37,269,N/A,N/A
2020-08-22T15:48:47.0640+00:00,421755,9,519,-14,124,-19,-2,-63,33,291,N/A,N/A
2020-08-22T15:48:47.1770+00:00,421868,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285491,-11725952
2020-08-22T15:48:47.2650+00:00,421956,109,521,-14,135,-34,20,-63,47,295,N/A,N/A
2020-08-22T15:48:47.4640+00:00,422155,133,498,-84,73,-47,113,-53,57,305,N/A,N/A
2020-08-22T15:48:47.6640+00:00,422355,179,475,-73,7,-9,42,-69,71,303,N/A,N/A
2020-08-22T15:48:47.8650+00:00,422556,177,472,-95,-51,22,-43,-68,48,312,N/A,N/A
2020-08-22T15:48:48.0650+00:00,422756,182,466,-110,-72,31,-57,-48,50,290,N/A,N/A
2020-08-22T15:48:48.2650+00:00,422956,136,489,-46,-73,24,29,-56,46,304,N/A,N/A
2020-08-22T15:48:48.4650+00:00,423156,161,480,-5,-39,23,36,-52,42,286,N/A,N/A
2020-08-22T15:48:48.6640+00:00,423355,150,490,-2,31,-2,-17,-47,35,275,N/A,N/A
2020-08-22T15:48:48.8650+00:00,423556,132,496,-22,54,-11,24,-48,40,276,N/A,N/A
2020-08-22T15:48:49.0650+00:00,423756,141,493,-40,68,-24,53,-53,39,283,N/A,N/A
2020-08-22T15:48:49.2650+00:00,423956,178,479,-63,68,-27,2,-58,38,298,N/A,N/A
2020-08-22T15:48:49.4650+00:00,424156,139,483,-82,25,-10,-6,-51,49,297,N/A,N/A
2020-08-22T15:48:49.6640+00:00,424355,283,462,34,-28,8,58,-45,53,287,N/A,N/A
2020-08-22T15:48:49.8650+00:00,424556,160,487,24,-21,-2,31,-48,44,296,N/A,N/A
2020-08-22T15:48:50.0650+00:00,424756,97,509,-47,6,-15,-61,-45,39,295,N/A,N/A
2020-08-22T15:48:50.2640+00:00,424955,61,522,-24,-23,4,-8,-40,36,296,N/A,N/A
2020-08-22T15:48:50.4650+00:00,425156,92,494,3,-39,14,96,-40,36,280,N/A,N/A
2020-08-22T15:48:50.6640+00:00,425355,155,500,-32,-21,20,8,-43,35,281,N/A,N/A
2020-08-22T15:48:50.8640+00:00,425555,118,494,-7,0,24,-47,-38,32,280,N/A,N/A
2020-08-22T15:48:51.0650+00:00,425756,96,503,-4,18,26,49,-38,36,268,N/A,N/A
2020-08-22T15:48:51.2640+00:00,425955,131,495,-9,42,20,64,-54,30,274,N/A,N/A
2020-08-22T15:48:51.4650+00:00,426156,131,502,-22,65,9,-15,-54,42,282,N/A,N/A
2020-08-22T15:48:51.6640+00:00,426355,140,474,-63,107,-25,7,-34,48,298,N/A,N/A
2020-08-22T15:48:51.8650+00:00,426556,170,464,-103,82,-20,87,-53,49,293,N/A,N/A
2020-08-22T15:48:52.0650+00:00,426756,179,468,-87,16,2,50,-46,48,306,N/A,N/A
2020-08-22T15:48:52.1780+00:00,426869,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285491,-11725952
2020-08-22T15:48:52.2650+00:00,426956,174,481,-77,-6,3,-38,-37,39,295,N/A,N/A
2020-08-22T15:48:52.4650+00:00,427156,145,479,-100,-64,29,7,-32,30,292,N/A,N/A
2020-08-22T15:48:52.6640+00:00,427355,134,490,-32,-56,22,8,-53,31,283,N/A,N/A
2020-08-22T15:48:52.8650+00:00,427556,128,493,0,-15,12,8,-48,36,280,N/A,N/A
2020-08-22T15:48:53.0650+00:00,427756,124,496,-5,-6,19,17,-40,34,278,N/A,N/A
2020-08-22T15:48:53.2650+00:00,427956,132,494,-9,7,14,18,-47,39,277,N/A,N/A
2020-08-22T15:48:53.4640+00:00,428155,128,494,-4,12,13,11,-52,40,278,N/A,N/A
2020-08-22T15:48:53.6640+00:00,428355,128,498,-11,22,8,21,-53,31,269,N/A,N/A
2020-08-22T15:48:53.8640+00:00,428555,142,494,48,8,16,18,-40,34,280,N/A,N/A
2020-08-22T15:48:54.0640+00:00,428755,129,501,19,18,10,17,-41,23,275,N/A,N/A
2020-08-22T15:48:54.2650+00:00,428956,126,494,-15,29,6,15,-54,34,280,N/A,N/A
2020-08-22T15:48:54.4640+00:00,429155,121,502,26,-2,18,14,-50,20,278,N/A,N/A
2020-08-22T15:48:54.6650+00:00,429356,116,494,44,9,13,17,-46,36,270,N/A,N/A
2020-08-22T15:48:54.8650+00:00,429556,188,484,-3,34,4,12,-51,29,275,N/A,N/A
2020-08-22T15:48:55.0650+00:00,429756,147,499,-14,33,6,19,-47,33,279,N/A,N/A
2020-08-22T15:48:55.2650+00:00,429956,142,496,-22,12,12,20,-45,29,273,N/A,N/A
2020-08-22T15:48:55.4650+00:00,430156,134,493,-15,20,8,14,-36,40,278,N/A,N/A
2020-08-22T15:48:55.6640+00:00,430355,169,483,1,30,5,21,-37,35,285,N/A,N/A
2020-08-22T15:48:55.8650+00:00,430556,128,494,-29,29,6,23,-54,40,284,N/A,N/A
2020-08-22T15:48:56.0650+00:00,430756,130,496,-32,29,7,19,-41,43,279,N/A,N/A
2020-08-22T15:48:56.2650+00:00,430956,213,464,-41,47,-3,14,-33,33,281,N/A,N/A
