UTC,Time,IMU A1,IMU A2,IMU A3,IMU G1,IMU G2,IMU G3,IMU M1,IMU M2,IMU M3,Latitude,Longitude
2020-08-22T16:04:17.0150+00:00,1351706,214,447,-86,-86,53,-42,-70,46,282,N/A,N/A
2020-08-22T16:04:17.2140+00:00,1351905,127,484,2,29,26,-66,-49,25,289,N/A,N/A
2020-08-22T16:04:17.4140+00:00,1352105,142,490,-39,90,-11,38,-53,35,287,N/A,N/A
2020-08-22T16:04:17.6150+00:00,1352306,173,474,-76,24,25,27,-54,36,294,N/A,N/A
2020-08-22T16:04:17.8150+00:00,1352506,178,459,-77,-11,36,-49,-47,35,283,N/A,N/A
2020-08-22T16:04:18.0150+00:00,1352706,136,452,-51,72,-5,0,-55,35,285,N/A,N/A
2020-08-22T16:04:18.2150+00:00,1352906,172,477,-110,59,-97,83,-55,45,293,N/A,N/A
2020-08-22T16:04:18.4150+00:00,1353106,182,489,-57,-54,32,25,-48,42,296,N/A,N/A
2020-08-22T16:04:18.6150+00:00,1353306,116,502,2,-62,120,-82,-47,51,281,N/A,N/A
2020-08-22T16:04:18.8140+00:00,1353505,148,487,-105,74,30,-1,-47,41,281,N/A,N/A
2020-08-22T16:04:19.0140+00:00,1353705,142,477,-49,62,-70,82,-51,41,293,N/A,N/A
2020-08-22T16:04:19.2150+00:00,1353906,176,473,-78,16,25,53,-56,48,292,N/A,N/A
2020-08-22T16:04:19.4150+00:00,1354106,142,490,-15,-16,33,-9,-53,39,281,N/A,N/A
2020-08-22T16:04:19.6150+00:00,1354306,140,508,-51,81,-28,56,-55,45,285,N/A,N/A
2020-08-22T16:04:19.8140+00:00,1354505,137,505,-56,55,-14,83,-61,41,303,N/A,N/A
2020-08-22T16:04:20.0140+00:00,1354705,184,469,-84,-59,48,-1,-57,49,291,N/A,N/A
2020-08-22T16:04:20.2150+00:00,1354906,128,480,-10,-99,85,-62,-65,37,285,N/A,N/A
2020-08-22T16:04:20.4150+00:00,1355106,129,506,-30,-13,25,21,-55,27,277,N/A,N/A
2020-08-22T16:04:20.5430+00:00,1355234,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285516,-11726120
2020-08-22T16:04:20.6140+00:00,1355305,156,508,-30,29,11,65,-55,35,281,N/A,N/A
2020-08-22T16:04:20.8150+00:00,1355506,169,501,-39,16,9,15,-60,44,280,N/A,N/A
2020-08-22T16:04:21.0140+00:00,1355705,153,482,-38,-15,20,-13,-58,38,276,N/A,N/A
2020-08-22T16:04:21.2150+00:00,1355906,145,480,-14,-7,20,22,-67,27,271,N/A,N/A
2020-08-22T16:04:21.4150+00:00,1356106,155,504,11,52,-5,44,-60,38,276,N/A,N/A
2020-08-22T16:04:21.6150+00:00,1356306,161,495,-29,108,-26,27,-78,38,274,N/A,N/A
2020-08-22T16:04:21.8150+00:00,1356506,151,485,-79,61,-19,16,-51,41,287,N/A,N/A
2020-08-22T16:04:22.0140+00:00,1356705,132,482,-61,-62,35,5,-60,26,290,N/A,N/A
2020-08-22T16:04:22.2150+00:00,1356906,139,473,-30,-57,40,16,-61,33,279,N/A,N/A
2020-08-22T16:04:22.4150+00:00,1357106,146,503,-17,0,18,17,-60,26,274,N/A,N/A
2020-08-22T16:04:22.6140+00:00,1357305,165,516,-36,-6,26,21,-57,29,283,N/A,N/A
2020-08-22T16:04:22.8150+00:00,1357506,159,487,-4,38,7,17,-71,21,275,N/A,N/A
2020-08-22T16:04:23.0150+00:00,1357706,142,470,-36,99,-29,2,-52,38,278,N/A,N/A
2020-08-22T16:04:23.2140+00:00,1357905,143,473,-74,40,7,14,-53,43,283,N/A,N/A
2020-08-22T16:04:23.4150+00:00,1358106,152,478,-38,26,8,53,-56,38,282,N/A,N/A
2020-08-22T16:04:23.6150+00:00,1358306,161,496,-53,98,-20,45,-64,52,288,N/A,N/A
2020-08-22T16:04:23.8150+00:00,1358506,168,491,-103,81,-39,26,-63,49,295,N/A,N/A
2020-08-22T16:04:24.0150+00:00,1358706,170,470,-99,1,31,14,-62,54,294,N/A,N/A
2020-08-22T16:04:24.2150+00:00,1358906,166,449,-83,64,14,20,-58,52,300,N/A,N/A
2020-08-22T16:04:24.4150+00:00,1359106,169,472,-110,116,-134,74,-71,53,313,N/A,N/A
2020-08-22T16:04:24.6650+00:00,1359356,227,448,-177,-40,6,34,-56,66,316,N/A,N/A
2020-08-22T16:04:24.9140+00:00,1359605,84,493,-8,-74,96,-57,-64,52,298,N/A,N/A
2020-08-22T16:04:25.1650+00:00,1359856,123,487,-77,-52,23,2,-58,38,298,N/A,N/A
2020-08-22T16:04:25.3640+00:00,1360055,153,476,-72,-153,65,16,-63,35,283,N/A,N/A
2020-08-22T16:04:25.5460+00:00,1360237,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285516,-11726120
2020-08-22T16:04:25.5650+00:00,1360256,158,494,97,-126,126,-49,-66,28,262,N/A,N/A
2020-08-22T16:04:25.7650+00:00,1360456,119,483,143,19,9,-20,-55,27,267,N/A,N/A
2020-08-22T16:04:25.9640+00:00,1360655,68,503,36,123,-86,17,-60,24,278,N/A,N/A
2020-08-22T16:04:26.1650+00:00,1360856,146,482,-72,-28,49,-28,-49,31,273,N/A,N/A
2020-08-22T16:04:26.4150+00:00,1361106,117,471,44,-17,10,38,-43,17,267,N/A,N/A
2020-08-22T16:04:26.6150+00:00,1361306,145,483,46,115,-49,68,-52,22,256,N/A,N/A
2020-08-22T16:04:26.8150+00:00,1361506,166,507,-32,139,-100,50,-47,39,283,N/A,N/A
2020-08-22T16:04:27.0150+00:00,1361706,157,491,-59,88,-3,22,-52,36,286,N/A,N/A
2020-08-22T16:04:27.2150+00:00,1361906,151,464,-64,108,-11,42,-57,53,301,N/A,N/A
2020-08-22T16:04:27.4150+00:00,1362106,147,456,-151,61,-35,58,-44,60,306,N/A,N/A
2020-08-22T16:04:27.6150+00:00,1362306,155,474,-120,-38,27,52,-50,46,302,N/A,N/A
2020-08-22T16:04:27.8140+00:00,1362505,164,497,-52,-8,60,45,-54,54,302,N/A,N/A
2020-08-22T16:04:28.0140+00:00,1362705,160,489,-100,34,-52,36,-64,44,300,N/A,N/A
2020-08-22T16:04:28.2150+00:00,1362906,193,484,-117,-90,36,21,-57,47,305,N/A,N/A
2020-08-22T16:04:28.4140+00:00,1363105,193,513,-33,-136,43,0,-63,39,279,N/A,N/A
2020-08-22T16:04:28.6150+00:00,1363306,142,523,66,-5,61,-20,-63,35,269,N/A,N/A
2020-08-22T16:04:28.8150+00:00,1363506,142,492,17,4,-48,-19,-60,20,268,N/A,N/A
2020-08-22T16:04:29.0140+00:00,1363705,128,466,-18,-86,34,-40,-56,28,264,N/A,N/A
2020-08-22T16:04:29.2150+00:00,1363906,99,472,94,-107,73,-44,-47,13,261,N/A,N/A
2020-08-22T16:04:29.4150+00:00,1364106,97,487,160,-1,11,3,-47,9,247,N/A,N/A
2020-08-22T16:04:29.6150+00:00,1364306,142,477,85,89,-23,15,-47,5,255,N/A,N/A
2020-08-22T16:04:29.8150+00:00,1364506,125,486,11,92,-10,18,-49,17,259,N/A,N/A
2020-08-22T16:04:30.0140+00:00,1364705,125,471,14,150,-22,114,-45,23,273,N/A,N/A
2020-08-22T16:04:30.2150+00:00,1364906,178,476,-90,208,-144,151,-53,41,285,N/A,N/A
2020-08-22T16:04:30.4150+00:00,1365106,205,504,-140,141,-47,92,-53,53,299,N/A,N/A
2020-08-22T16:04:30.5510+00:00,1365242,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285515,-11726120
2020-08-22T16:04:30.6150+00:00,1365306,212,475,-147,-36,38,13,-56,50,312,N/A,N/A
2020-08-22T16:04:30.8650+00:00,1365556,177,460,-102,-71,6,-58,-55,53,305,N/A,N/A
2020-08-22T16:04:31.0640+00:00,1365755,150,479,-69,-131,4,-30,-50,42,292,N/A,N/A
2020-08-22T16:04:31.2650+00:00,1365956,172,484,-22,-165,36,15,-49,25,275,N/A,N/A
2020-08-22T16:04:31.4640+00:00,1366155,176,487,44,-157,19,-51,-56,12,254,N/A,N/A
2020-08-22T16:04:31.6650+00:00,1366356,126,471,72,-134,-8,-91,-37,5,239,N/A,N/A
2020-08-22T16:04:31.8650+00:00,1366556,133,491,-5,-77,-1,-12,-25,5,235,N/A,N/A
2020-08-22T16:04:32.0640+00:00,1366755,110,525,129,-27,-50,54,-18,-10,220,N/A,N/A
2020-08-22T16:04:32.2650+00:00,1366956,154,488,98,92,-90,30,-23,1,229,N/A,N/A
2020-08-22T16:04:32.4650+00:00,1367156,123,456,5,130,-70,-66,-20,4,238,N/A,N/A
2020-08-22T16:04:32.6640+00:00,1367355,80,489,52,66,-26,1,-7,13,241,N/A,N/A
2020-08-22T16:04:32.8650+00:00,1367556,108,480,36,94,-30,129,-11,7,243,N/A,N/A
2020-08-22T16:04:33.0640+00:00,1367755,193,483,-30,46,-83,26,-20,10,256,N/A,N/A
2020-08-22T16:04:33.2640+00:00,1367955,112,519,-43,-23,17,-23,-17,23,265,N/A,N/A
2020-08-22T16:04:33.4650+00:00,1368156,117,492,3,-68,83,-15,-15,19,257,N/A,N/A
2020-08-22T16:04:33.6640+00:00,1368355,130,493,30,-9,-7,27,-7,11,245,N/A,N/A
2020-08-22T16:04:33.8650+00:00,1368556,165,487,-19,41,-46,56,-19,13,247,N/A,N/A
2020-08-22T16:04:34.0650+00:00,1368756,173,487,-10,-35,-14,16,-16,10,244,N/A,N/A
2020-08-22T16:04:34.2650+00:00,1368956,99,534,37,33,-10,16,-4,-4,248,N/A,N/A
2020-08-22T16:04:34.4650+00:00,1369156,155,504,5,111,-79,53,-13,3,255,N/A,N/A
2020-08-22T16:04:34.6640+00:00,1369355,160,488,-117,46,-72,29,-10,20,254,N/A,N/A
2020-08-22T16:04:34.8640+00:00,1369555,146,512,-20,-39,7,6,-11,3,265,N/A,N/A
2020-08-22T16:04:35.0640+00:00,1369755,135,481,-6,-2,-6,21,-2,8,250,N/A,N/A
2020-08-22T16:04:35.2640+00:00,1369955,140,470,-21,-10,-59,2,1,9,249,N/A,N/A
2020-08-22T16:04:35.4650+00:00,1370156,127,480,-13,-140,35,-39,2,10,240,N/A,N/A
2020-08-22T16:04:35.5540+00:00,1370245,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285515,-11726121
2020-08-22T16:04:35.7140+00:00,1370405,74,484,99,-123,36,-7,5,-1,221,N/A,N/A
2020-08-22T16:04:35.9150+00:00,1370606,125,494,96,-36,-3,27,8,0,212,N/A,N/A
2020-08-22T16:04:36.1150+00:00,1370806,154,522,33,29,-46,-9,13,-13,205,N/A,N/A
2020-08-22T16:04:36.3150+00:00,1371006,112,483,54,-31,-5,-79,19,-11,203,N/A,N/A
2020-08-22T16:04:36.5260+00:00,1371217,103,487,109,3,-29,18,25,-9,197,N/A,N/A
2020-08-22T16:04:36.7140+00:00,1371405,118,473,97,62,-50,61,22,-8,196,N/A,N/A
2020-08-22T16:04:36.9150+00:00,1371606,106,470,78,116,-48,19,32,-8,216,N/A,N/A
2020-08-22T16:04:37.1150+00:00,1371806,107,518,20,196,-72,103,15,-3,219,N/A,N/A
2020-08-22T16:04:37.3140+00:00,1372005,148,496,-14,177,-44,137,0,4,236,N/A,N/A
2020-08-22T16:04:37.5150+00:00,1372206,168,483,-33,195,-67,68,7,5,261,N/A,N/A
2020-08-22T16:04:37.7150+00:00,1372406,169,489,-124,209,-51,58,5,23,275,N/A,N/A
2020-08-22T16:04:37.9150+00:00,1372606,192,443,-114,111,-69,84,8,40,274,N/A,N/A
2020-08-22T16:04:38.1150+00:00,1372806,231,451,-206,-70,29,48,4,40,292,N/A,N/A
2020-08-22T16:04:38.3650+00:00,1373056,191,465,-86,-215,72,-85,0,8,266,N/A,N/A
2020-08-22T16:04:38.6150+00:00,1373306,102,482,12,-199,62,-86,13,9,239,N/A,N/A
2020-08-22T16:04:38.8150+00:00,1373506,129,495,21,-121,39,24,9,1,221,N/A,N/A
2020-08-22T16:04:39.0140+00:00,1373705,142,489,72,-62,-2,-11,13,-9,209,N/A,N/A
2020-08-22T16:04:39.2140+00:00,1373905,136,508,48,-1,-4,-34,19,5,203,N/A,N/A
2020-08-22T16:04:39.4150+00:00,1374106,105,507,60,34,-34,46,30,-4,208,N/A,N/A
2020-08-22T16:04:39.6140+00:00,1374305,122,499,68,75,-32,70,20,-12,214,N/A,N/A
2020-08-22T16:04:39.8140+00:00,1374505,145,512,-14,166,-58,61,17,1,223,N/A,N/A
2020-08-22T16:04:40.0150+00:00,1374706,151,499,-12,125,-120,52,16,0,234,N/A,N/A
2020-08-22T16:04:40.2150+00:00,1374906,161,457,-65,5,31,-8,20,6,234,N/A,N/A
2020-08-22T16:04:40.4150+00:00,1375106,118,465,-36,-58,99,-44,20,0,232,N/A,N/A
2020-08-22T16:04:40.5570+00:00,1375248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285517,-11726122
2020-08-22T16:04:40.6140+00:00,1375305,117,487,-20,-91,108,-12,19,9,223,N/A,N/A
2020-08-22T16:04:40.8150+00:00,1375506,141,486,-2,-110,122,-30,30,2,220,N/A,N/A
2020-08-22T16:04:41.0150+00:00,1375706,110,511,72,-62,93,-42,26,0,208,N/A,N/A
2020-08-22T16:04:41.2140+00:00,1375905,89,503,78,19,46,20,29,1,215,N/A,N/A
2020-08-22T16:04:41.4140+00:00,1376105,136,492,68,134,11,77,21,-3,221,N/A,N/A
2020-08-22T16:04:41.6150+00:00,1376306,137,478,5,119,20,16,18,2,230,N/A,N/A
2020-08-22T16:04:41.8150+00:00,1376506,132,468,6,88,64,15,7,5,241,N/A,N/A
2020-08-22T16:04:42.0150+00:00,1376706,148,472,-46,203,-2,116,2,0,256,N/A,N/A
2020-08-22T16:04:42.2150+00:00,1376906,150,462,-34,176,-18,107,-2,14,270,N/A,N/A
2020-08-22T16:04:42.4150+00:00,1377106,190,476,-111,125,4,77,-6,26,282,N/A,N/A
2020-08-22T16:04:42.6150+00:00,1377306,182,497,-140,148,-16,83,-8,30,294,N/A,N/A
2020-08-22T16:04:42.8140+00:00,1377505,190,489,-170,149,-34,96,-9,53,299,N/A,N/A
2020-08-22T16:04:43.0140+00:00,1377705,162,462,-205,75,25,45,-14,48,306,N/A,N/A
2020-08-22T16:04:43.2150+00:00,1377906,181,454,-164,-58,93,-69,-18,50,308,N/A,N/A
2020-08-22T16:04:43.4650+00:00,1378156,174,455,-142,-224,198,-152,-18,30,286,N/A,N/A
2020-08-22T16:04:43.7140+00:00,1378405,104,472,-11,-118,148,-87,-11,23,267,N/A,N/A
2020-08-22T16:04:43.9150+00:00,1378606,117,470,-13,-42,71,6,-12,20,260,N/A,N/A
2020-08-22T16:04:44.1140+00:00,1378805,140,494,-6,-45,75,28,-24,10,254,N/A,N/A
2020-08-22T16:04:44.3140+00:00,1379005,138,499,34,48,40,22,-17,7,255,N/A,N/A
2020-08-22T16:04:44.5150+00:00,1379206,126,491,15,148,3,55,-21,5,263,N/A,N/A
2020-08-22T16:04:44.7140+00:00,1379405,159,493,-51,173,-12,101,-32,22,280,N/A,N/A
2020-08-22T16:04:44.9150+00:00,1379606,183,474,-113,141,-17,66,-19,33,289,N/A,N/A
2020-08-22T16:04:45.1150+00:00,1379806,178,485,-95,13,36,7,-25,33,297,N/A,N/A
2020-08-22T16:04:45.3150+00:00,1380006,198,478,-107,-68,45,-21,-28,40,290,N/A,N/A
2020-08-22T16:04:45.5150+00:00,1380206,160,463,-70,-60,68,-21,-32,26,276,N/A,N/A
2020-08-22T16:04:45.5580+00:00,1380249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285518,-11726121
2020-08-22T16:04:45.7140+00:00,1380405,138,487,-41,-44,42,11,-28,26,278,N/A,N/A
2020-08-22T16:04:45.9140+00:00,1380605,169,496,-59,-22,26,41,-47,21,271,N/A,N/A
2020-08-22T16:04:46.1150+00:00,1380806,162,495,-27,16,15,6,-33,29,271,N/A,N/A
2020-08-22T16:04:46.3140+00:00,1381005,143,499,-15,98,-25,13,-29,25,271,N/A,N/A
2020-08-22T16:04:46.5150+00:00,1381206,140,486,-77,110,-104,47,-28,22,284,N/A,N/A
2020-08-22T16:04:46.7150+00:00,1381406,152,463,-100,-6,-4,11,-24,32,294,N/A,N/A
2020-08-22T16:04:46.9140+00:00,1381605,201,457,-85,-56,48,-35,-24,24,278,N/A,N/A
2020-08-22T16:04:47.1150+00:00,1381806,136,479,-15,46,13,31,-28,36,276,N/A,N/A
2020-08-22T16:04:47.3140+00:00,1382005,146,488,-78,79,-154,97,-25,25,287,N/A,N/A
2020-08-22T16:04:47.5640+00:00,1382255,218,479,-113,-134,54,5,-23,25,277,N/A,N/A
2020-08-22T16:04:47.8150+00:00,1382506,227,443,-40,-187,117,-150,-23,23,255,N/A,N/A
2020-08-22T16:04:48.0640+00:00,1382755,85,482,67,-152,40,-81,3,7,235,N/A,N/A
2020-08-22T16:04:48.3150+00:00,1383006,101,472,34,-45,-20,42,-11,-17,229,N/A,N/A
2020-08-22T16:04:48.5150+00:00,1383206,122,479,88,89,-42,73,-3,-7,229,N/A,N/A
2020-08-22T16:04:48.7150+00:00,1383406,134,500,48,215,-70,46,-11,5,235,N/A,N/A
2020-08-22T16:04:48.9140+00:00,1383605,119,504,-14,165,-52,59,-14,10,246,N/A,N/A
2020-08-22T16:04:49.1150+00:00,1383806,148,483,-54,160,-22,145,-14,20,262,N/A,N/A
2020-08-22T16:04:49.3150+00:00,1384006,163,550,-220,187,-156,119,-27,31,287,N/A,N/A
2020-08-22T16:04:49.5650+00:00,1384256,226,471,-174,79,-14,64,-17,45,299,N/A,N/A
2020-08-22T16:04:49.7650+00:00,1384456,190,456,-136,56,24,6,-21,43,297,N/A,N/A
2020-08-22T16:04:49.9650+00:00,1384656,190,473,-126,10,8,-17,-16,48,310,N/A,N/A
2020-08-22T16:04:50.1650+00:00,1384856,189,456,-100,-129,81,-21,-16,38,300,N/A,N/A
2020-08-22T16:04:50.4140+00:00,1385105,69,500,-1,-195,139,-108,-15,27,275,N/A,N/A
2020-08-22T16:04:50.5590+00:00,1385250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285517,-11726121
2020-08-22T16:04:50.6150+00:00,1385306,99,529,2,-114,106,-45,-23,21,259,N/A,N/A
2020-08-22T16:04:50.8150+00:00,1385506,124,521,25,-30,47,27,-18,10,256,N/A,N/A
2020-08-22T16:04:51.0150+00:00,1385706,155,488,-93,95,13,26,-28,20,250,N/A,N/A
2020-08-22T16:04:51.2150+00:00,1385906,137,484,-36,185,-6,37,-21,23,265,N/A,N/A
2020-08-22T16:04:51.4150+00:00,1386106,140,459,-68,223,-44,90,-36,32,286,N/A,N/A
2020-08-22T16:04:51.6150+00:00,1386306,170,436,-121,172,-4,87,-17,47,299,N/A,N/A
2020-08-22T16:04:51.8140+00:00,1386505,203,444,-123,119,33,77,-32,56,314,N/A,N/A
2020-08-22T16:04:52.0140+00:00,1386705,225,457,-146,130,40,48,-47,57,319,N/A,N/A
2020-08-22T16:04:52.2150+00:00,1386906,238,444,-144,118,51,18,-40,74,332,N/A,N/A
2020-08-22T16:04:52.4150+00:00,1387106,225,427,-196,50,41,-14,-48,90,334,N/A,N/A
2020-08-22T16:04:52.6140+00:00,1387305,203,437,-199,-39,80,-26,-55,81,327,N/A,N/A
2020-08-22T16:04:52.8150+00:00,1387506,207,467,-146,-94,81,-12,-52,68,324,N/A,N/A
2020-08-22T16:04:53.0150+00:00,1387706,199,465,-96,-72,79,-39,-47,55,313,N/A,N/A
2020-08-22T16:04:53.2150+00:00,1387906,156,446,-122,68,-2,-9,-67,61,305,N/A,N/A
2020-08-22T16:04:53.4140+00:00,1388105,159,466,-130,69,8,60,-52,64,310,N/A,N/A
2020-08-22T16:04:53.6150+00:00,1388306,201,453,-136,26,25,64,-49,71,319,N/A,N/A
2020-08-22T16:04:53.8150+00:00,1388506,186,450,-155,8,39,-35,-60,68,316,N/A,N/A
2020-08-22T16:04:54.0140+00:00,1388705,106,483,-94,-43,95,-66,-63,57,321,N/A,N/A
2020-08-22T16:04:54.2140+00:00,1388905,119,493,-110,6,64,54,-59,57,309,N/A,N/A
2020-08-22T16:04:54.4150+00:00,1389106,180,479,-121,29,61,60,-70,68,312,N/A,N/A
2020-08-22T16:04:54.6150+00:00,1389306,197,465,-136,-40,82,-42,-63,65,309,N/A,N/A
2020-08-22T16:04:54.8150+00:00,1389506,73,506,-40,-106,103,-79,-71,45,311,N/A,N/A
2020-08-22T16:04:55.0140+00:00,1389705,124,505,-26,-65,62,-24,-67,45,277,N/A,N/A
2020-08-22T16:04:55.2150+00:00,1389906,158,479,-27,-49,63,-24,-71,37,275,N/A,N/A
2020-08-22T16:04:55.4150+00:00,1390106,130,472,21,-11,42,-47,-78,38,282,N/A,N/A
2020-08-22T16:04:55.5640+00:00,1390255,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285518,-11726121
2020-08-22T16:04:55.6150+00:00,1390306,121,486,-17,-9,45,-3,-65,23,283,N/A,N/A
2020-08-22T16:04:55.8150+00:00,1390506,147,483,-8,-47,73,22,-74,26,260,N/A,N/A
2020-08-22T16:04:56.0150+00:00,1390706,97,439,-36,114,69,15,-70,28,266,N/A,N/A
2020-08-22T16:04:56.2150+00:00,1390906,143,481,36,139,-27,45,-72,44,268,N/A,N/A
2020-08-22T16:04:56.4150+00:00,1391106,152,496,-50,43,-44,53,-68,44,280,N/A,N/A
2020-08-22T16:04:56.6150+00:00,1391306,190,488,-25,-23,75,-9,-69,39,287,N/A,N/A
2020-08-22T16:04:56.8150+00:00,1391506,130,475,9,76,36,-20,-76,32,278,N/A,N/A
2020-08-22T16:04:57.0150+00:00,1391706,125,490,-81,174,-22,55,-71,49,293,N/A,N/A
2020-08-22T16:04:57.2150+00:00,1391906,159,493,-110,87,17,99,-73,69,299,N/A,N/A
2020-08-22T16:04:57.4150+00:00,1392106,190,487,-73,38,19,59,-82,64,306,N/A,N/A
2020-08-22T16:04:57.6150+00:00,1392306,168,485,-111,58,-10,-4,-83,61,301,N/A,N/A
2020-08-22T16:04:57.8140+00:00,1392505,149,481,-128,-36,32,10,-75,69,307,N/A,N/A
2020-08-22T16:04:58.0150+00:00,1392706,158,484,-53,-90,50,31,-90,58,290,N/A,N/A
2020-08-22T16:04:58.2150+00:00,1392906,179,487,-29,-27,4,-1,-80,54,296,N/A,N/A
2020-08-22T16:04:58.4150+00:00,1393106,155,478,-85,-42,21,-49,-74,40,286,N/A,N/A
2020-08-22T16:04:58.6150+00:00,1393306,127,487,-37,-81,57,-18,-86,40,286,N/A,N/A
2020-08-22T16:04:58.8150+00:00,1393506,135,502,19,-4,10,38,-88,38,272,N/A,N/A
2020-08-22T16:04:59.0150+00:00,1393706,162,495,-32,30,-10,24,-90,46,280,N/A,N/A
2020-08-22T16:04:59.2150+00:00,1393906,143,481,-29,-2,20,-8,-76,38,282,N/A,N/A
2020-08-22T16:04:59.4140+00:00,1394105,119,486,26,23,-3,28,-76,32,276,N/A,N/A
2020-08-22T16:04:59.6150+00:00,1394306,160,492,-53,91,-28,74,-85,37,271,N/A,N/A
2020-08-22T16:04:59.8150+00:00,1394506,178,495,-57,33,-7,27,-76,48,284,N/A,N/A
2020-08-22T16:05:00.0150+00:00,1394706,145,482,-50,-25,31,-46,-75,33,279,N/A,N/A
2020-08-22T16:05:00.2150+00:00,1394906,127,481,-5,-3,12,-21,-71,27,287,N/A,N/A
2020-08-22T16:05:00.4150+00:00,1395106,144,479,-36,39,-1,43,-66,32,292,N/A,N/A
2020-08-22T16:05:00.5660+00:00,1395257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285518,-11726121
2020-08-22T16:05:00.6140+00:00,1395305,160,482,-49,21,31,15,-76,44,294,N/A,N/A
2020-08-22T16:05:00.8150+00:00,1395506,141,491,-18,37,12,22,-80,44,276,N/A,N/A
2020-08-22T16:05:01.0150+00:00,1395706,156,500,-43,64,-31,83,-72,44,290,N/A,N/A
2020-08-22T16:05:01.2150+00:00,1395906,188,481,-74,16,-18,59,-86,56,296,N/A,N/A
2020-08-22T16:05:01.4140+00:00,1396105,141,483,-39,-43,11,-9,-77,41,295,N/A,N/A
2020-08-22T16:05:01.6140+00:00,1396305,142,499,-7,-4,5,-16,-76,38,286,N/A,N/A
2020-08-22T16:05:01.8150+00:00,1396506,132,493,3,40,10,15,-84,38,282,N/A,N/A
2020-08-22T16:05:02.0150+00:00,1396706,145,484,-42,92,-3,40,-75,41,299,N/A,N/A
2020-08-22T16:05:02.2140+00:00,1396905,159,474,-70,95,2,55,-71,55,295,N/A,N/A
2020-08-22T16:05:02.4150+00:00,1397106,170,462,-98,114,-17,76,-78,68,304,N/A,N/A
2020-08-22T16:05:02.6140+00:00,1397305,186,470,-122,88,-42,63,-84,74,310,N/A,N/A
2020-08-22T16:05:02.8150+00:00,1397506,188,482,-107,-19,-16,38,-79,79,313,N/A,N/A
2020-08-22T16:05:03.0150+00:00,1397706,232,461,-163,-125,32,2,-80,62,304,N/A,N/A
2020-08-22T16:05:03.2140+00:00,1397905,142,493,10,-81,148,-47,-82,50,296,N/A,N/A
2020-08-22T16:05:03.4150+00:00,1398106,184,489,-130,35,1,8,-91,49,293,N/A,N/A
2020-08-22T16:05:03.6640+00:00,1398355,142,494,10,44,-13,41,-85,55,305,N/A,N/A
2020-08-22T16:05:03.8650+00:00,1398556,208,462,-97,33,13,8,-82,68,298,N/A,N/A
2020-08-22T16:05:04.0640+00:00,1398755,161,467,-93,125,-8,16,-76,66,312,N/A,N/A
2020-08-22T16:05:04.2650+00:00,1398956,122,445,-215,128,-119,77,-79,75,317,N/A,N/A
2020-08-22T16:05:04.4650+00:00,1399156,193,449,-257,-45,18,71,-84,72,324,N/A,N/A
2020-08-22T16:05:04.7150+00:00,1399406,219,456,-162,-266,304,-123,-85,59,297,N/A,N/A
2020-08-22T16:05:04.9650+00:00,1399656,101,505,30,-170,151,-170,-79,25,267,N/A,N/A
2020-08-22T16:05:05.2150+00:00,1399906,108,479,24,5,23,61,-71,21,255,N/A,N/A
2020-08-22T16:05:05.4150+00:00,1400106,150,493,35,40,-19,64,-80,24,258,N/A,N/A
2020-08-22T16:05:05.5690+00:00,1400260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285518,-11726121
2020-08-22T16:05:05.6150+00:00,1400306,152,489,43,77,18,-20,-88,22,260,N/A,N/A
2020-08-22T16:05:05.8140+00:00,1400505,115,475,1,230,-43,64,-80,44,274,N/A,N/A
2020-08-22T16:05:06.0150+00:00,1400706,181,461,-143,216,-188,165,-82,54,302,N/A,N/A
2020-08-22T16:05:06.2650+00:00,1400956,170,475,-109,123,-2,92,-75,81,325,N/A,N/A
2020-08-22T16:05:06.4650+00:00,1401156,207,443,-132,68,13,-9,-81,89,325,N/A,N/A
2020-08-22T16:05:06.6640+00:00,1401355,193,447,-200,90,-1,-19,-92,86,332,N/A,N/A
2020-08-22T16:05:06.8640+00:00,1401555,179,455,-213,-30,29,47,-82,94,324,N/A,N/A
2020-08-22T16:05:07.0640+00:00,1401755,217,451,-155,-177,103,6,-86,78,310,N/A,N/A
2020-08-22T16:05:07.3150+00:00,1402006,179,478,-53,-182,68,-141,-88,60,294,N/A,N/A
2020-08-22T16:05:07.5640+00:00,1402255,78,472,-24,-86,110,-60,-81,35,283,N/A,N/A
2020-08-22T16:05:07.7650+00:00,1402456,144,483,37,-10,39,53,-83,35,265,N/A,N/A
2020-08-22T16:05:07.9640+00:00,1402655,141,515,36,95,9,85,-90,36,260,N/A,N/A
